date,stock_id,s_prev,s_sell,s_buy,s_ret,s_balance,s_limit,sbl_prev,sbl_sell,sbl_return,sbl_adj,sbl_balance,sbl_limit,note
2022-08-23,0050,479000,33000,67000,0,445000,524375000,21762000,0,1808000,0,19954000,3486219,
2022-08-23,0051,0,0,0,0,0,3625000,48000,0,0,0,48000,11104,
2022-08-23,0052,4000,0,0,0,4000,15500000,111000,0,0,0,111000,94173,
2022-08-23,0053,0,0,0,0,0,1247000,10000,0,0,0,10000,2143,
2022-08-23,0055,32000,7000,2000,0,37000,19038500,258000,0,0,0,258000,92405,
2022-08-23,0056,264000,10000,6000,0,268000,1240508500,34474000,600000,0,0,35074000,5655741,
2022-08-23,0057,0,0,0,0,0,381750,0,0,0,0,0,6471,X
2022-08-23,0061,0,0,0,0,0,33029000,544000,0,0,0,544000,31574,
2022-08-23,006203,0,0,0,0,0,2929500,8000,0,0,0,8000,2010,
2022-08-23,006204,0,0,0,0,0,375000,0,0,0,0,0,7633,X
2022-08-23,006205,1000,0,0,0,1000,36102250,545000,0,0,0,545000,209546,
2022-08-23,006206,0,0,0,0,0,9569500,245000,0,0,0,245000,21037,
2022-08-23,006207,0,0,0,0,0,9223000,245000,0,0,0,245000,56560,
2022-08-23,006208,25000,2000,0,0,27000,126760000,8657000,165000,357000,0,8465000,876135,
2022-08-23,00631L,2829000,64000,194000,0,2699000,12646000,232000,0,0,0,232000,1702681,
2022-08-23,00632R,7936000,603000,95000,0,8444000,1995537250,251906000,2447000,0,0,254353000,47148875,
2022-08-23,00633L,1596000,22000,538000,0,1080000,62239500,3563000,249000,100000,0,3712000,2724384,
2022-08-23,00634R,391000,0,0,0,391000,20314000,23000,0,0,0,23000,293802,
2022-08-23,00635U,49000,5000,3000,0,51000,11503500,244000,0,0,0,244000,105677,
2022-08-23,00636,0,0,0,0,0,36091250,1203000,0,0,0,1203000,168319,
2022-08-23,00637L,9824000,200000,1693000,0,8331000,352276500,42757000,0,246000,0,42511000,18991748,
2022-08-23,00638R,256000,12000,0,0,268000,8237000,253000,0,0,0,253000,214075,
2022-08-23,00639,1000,0,0,0,1000,30100750,1132000,0,0,0,1132000,151000,
2022-08-23,00640L,201000,0,8000,0,193000,2729750,58000,0,0,0,58000,55534,
2022-08-23,00641R,5000,0,0,0,5000,7939500,444000,0,0,0,444000,143166,
2022-08-23,00642U,461000,16000,2000,0,475000,31580250,329000,0,0,0,329000,1000575,
2022-08-23,00643,3000,0,0,0,3000,19143250,564000,0,0,0,564000,111198,
2022-08-23,00645,0,0,0,0,0,5499250,113000,0,0,0,113000,23654,
2022-08-23,00646,1000,0,0,0,1000,51246250,313000,18000,0,0,331000,169602,
2022-08-23,00647L,147000,2000,5000,0,144000,1979000,49000,0,0,0,49000,71598,
2022-08-23,00648R,222000,10000,0,0,232000,48047000,4489000,0,0,0,4489000,665232,
2022-08-23,00650L,144000,50000,7000,0,187000,22584500,546000,0,0,0,546000,1062228,
2022-08-23,00651R,15000,0,0,0,15000,4673000,8000,0,0,0,8000,115531,
2022-08-23,00652,1000,0,0,0,1000,5133750,97000,0,0,0,97000,32389,
2022-08-23,00653L,79000,16000,12000,0,83000,3975750,86000,0,0,0,86000,79898,
2022-08-23,00654R,26000,0,0,0,26000,6491500,58000,0,0,0,58000,133593,
2022-08-23,00655L,269000,13000,23000,0,259000,29364500,1473000,176000,0,0,1649000,730965,
2022-08-23,00656R,0,0,0,0,0,4964250,6000,0,0,0,6000,57370,
2022-08-23,00657,0,0,0,0,0,1096000,0,0,0,0,0,6213,
2022-08-23,00660,0,0,0,0,0,2257750,0,0,0,0,0,1328,X
2022-08-23,00661,0,0,0,0,0,1481250,0,0,0,0,0,1470,
2022-08-23,00662,27000,2000,1000,0,28000,30132250,242000,41000,0,0,283000,189492,
2022-08-23,00663L,5000,0,0,0,5000,577250,10000,0,0,0,10000,26604,
2022-08-23,00664R,800000,23000,9000,0,814000,92018750,2174000,0,0,0,2174000,2194828,
2022-08-23,00665L,632000,6000,41000,0,597000,30616250,1362000,0,0,0,1362000,1719861,
2022-08-23,00666R,0,0,0,0,0,2031000,0,0,0,0,0,73779,
2022-08-23,00668,0,0,0,0,0,2588250,52000,0,0,0,52000,8462,
2022-08-23,00669R,82000,1000,0,0,83000,63779250,2418000,0,0,0,2418000,979653,
2022-08-23,00670L,2969000,32000,230000,0,2771000,13161250,947000,0,0,0,947000,788358,
2022-08-23,00671R,2074000,44000,33000,0,2085000,113221000,12260000,0,0,0,12260000,4686544,
2022-08-23,00673R,31126000,2532000,17000,100000,33541000,249925750,54633000,0,0,0,54633000,13289400,
2022-08-23,00674R,3000,0,0,0,3000,7775750,74000,0,0,0,74000,339615,
2022-08-23,00675L,317000,14000,30000,0,301000,3821500,79000,0,0,0,79000,333614,
2022-08-23,00676R,780000,7000,3000,0,784000,117252750,9301000,0,0,0,9301000,2089978,
2022-08-23,00678,0,0,0,0,0,2737000,86000,0,0,0,86000,124072,
2022-08-23,00680L,45000,10000,1000,0,54000,4769000,10000,0,0,0,10000,229730,
2022-08-23,00681R,48000,0,0,0,48000,14398500,20000,0,0,0,20000,85451,
2022-08-23,00682U,0,0,0,0,0,5786000,10000,0,0,0,10000,20388,
2022-08-23,00683L,25000,5000,9000,0,21000,4608500,192000,0,0,0,192000,115717,
2022-08-23,00684R,0,0,0,0,0,1797000,0,0,0,0,0,5649,
2022-08-23,00685L,0,0,0,0,0,784750,0,0,0,0,0,7350,
2022-08-23,00686R,50000,0,0,0,50000,9694000,0,0,0,0,0,190944,
2022-08-23,00688L,2000,0,0,0,2000,3153750,0,0,0,0,0,150720,
2022-08-23,00689R,0,0,0,0,0,29722250,0,0,0,0,0,28029,
2022-08-23,00690,0,0,0,0,0,2707500,82000,0,0,0,82000,35336,
2022-08-23,00692,1000,0,0,0,1000,121195000,5166000,392000,0,0,5558000,636069,
2022-08-23,00693U,16000,0,0,0,16000,5291500,102000,0,0,0,102000,46945,
2022-08-23,00700,0,0,0,0,0,4995750,33000,0,0,0,33000,60777,
2022-08-23,00701,0,0,0,0,0,83972750,1001000,0,0,0,1001000,295389,
2022-08-23,00702,0,0,0,0,0,1672000,1000,0,0,0,1000,56155,X
2022-08-23,00703,0,0,0,0,0,2762500,25000,0,0,0,25000,22809,
2022-08-23,00706L,551000,0,2000,0,549000,14271000,141000,0,0,0,141000,500037,
2022-08-23,00707R,0,0,0,0,0,1088750,0,0,0,0,0,2449,
2022-08-23,00708L,565000,2000,13000,0,554000,13893250,330000,0,0,0,330000,201160,
2022-08-23,00709,0,0,0,0,0,2115000,66000,0,0,0,66000,22422,
2022-08-23,00710B,0,0,0,0,0,83065250,234000,0,0,0,234000,116999,
2022-08-23,00711B,0,0,0,0,0,209315250,129000,0,0,0,129000,42037,
2022-08-23,00712,101000,0,3000,0,98000,147752750,4369000,0,0,0,4369000,483001,
2022-08-23,00713,0,0,0,0,0,54503000,657000,0,0,0,657000,196365,
2022-08-23,00714,1000,0,0,0,1000,10516750,988000,0,0,0,988000,124262,
2022-08-23,00715L,7854000,869000,274000,0,8449000,62971000,1998000,0,0,0,1998000,5834091,
