date,stock_id,s_prev,s_sell,s_buy,s_ret,s_balance,s_limit,sbl_prev,sbl_sell,sbl_return,sbl_adj,sbl_balance,sbl_limit,note
2018-04-12,0050,292000,0,0,0,292000,127375000,10091000,0,0,0,10091000,1341075,
2018-04-12,0051,0,0,0,0,0,2250000,0,0,0,0,0,6566,X
2018-04-12,0052,0,0,0,0,0,1500000,45000,0,0,0,45000,1977,X
2018-04-12,0053,0,0,0,0,0,1622000,0,0,0,0,0,3324,
2018-04-12,0054,0,0,0,0,0,2906000,0,0,0,0,0,5170,X
2018-04-12,0055,2000,0,0,0,2000,8788500,0,0,0,0,0,22788,
2018-04-12,0056,0,0,0,0,0,92633500,0,0,0,0,0,344182,
2018-04-12,0057,0,0,0,0,0,1256750,0,0,0,0,0,2370,X
2018-04-12,0058,0,0,0,0,0,1049000,0,0,0,0,0,1009,X
2018-04-12,0059,0,0,0,0,0,1243250,0,0,0,0,0,1329,X
2018-04-12,0061,147000,3000,0,0,150000,99279000,2838000,77000,0,0,2915000,581358,
2018-04-12,006203,0,0,0,0,0,1929500,0,0,0,0,0,731,X
2018-04-12,006204,0,0,0,0,0,750000,0,0,0,0,0,1999,X
2018-04-12,006205,28000,0,0,0,28000,124199000,9928000,0,0,0,9928000,1343348,
2018-04-12,006206,5000,0,0,0,5000,46444500,977000,0,0,0,977000,547096,
2018-04-12,006207,33000,0,1000,0,32000,53598000,0,71000,0,0,71000,325803,
2018-04-12,006208,0,0,0,0,0,5760000,20000,0,0,0,20000,3566,
2018-04-12,00631L,3199000,56000,30000,0,3225000,6146000,0,0,0,0,0,808958,
2018-04-12,00632R,4453000,41000,55000,10000,4429000,1248662250,61364000,0,0,0,61364000,16736121,
2018-04-12,00633L,10305000,111000,458000,0,9958000,159739500,26229000,530000,2101000,0,24658000,9983949,
2018-04-12,00634R,436000,23000,30000,0,429000,15939000,290000,0,0,0,290000,541928,
2018-04-12,00635U,19000,2000,0,0,21000,9878500,0,0,0,0,0,134906,
2018-04-12,00636,253000,0,3000,0,250000,142256250,1930000,0,1546000,0,384000,1865179,
2018-04-12,00637L,33397000,8425000,2005000,0,39817000,549276500,90976000,5568000,5881000,0,90663000,36080994,
2018-04-12,00638R,85000,25000,15000,0,95000,2112000,0,0,0,0,0,123120,
2018-04-12,00639,58000,0,0,0,58000,75225750,1130000,0,0,0,1130000,1267484,
2018-04-12,00640L,238000,3000,8000,0,233000,4604750,0,0,0,0,0,420300,
2018-04-12,00641R,10000,0,0,0,10000,8189500,510000,0,0,0,510000,252690,
2018-04-12,00642U,277000,85000,1000,0,361000,21330250,17000,0,0,0,17000,434742,
2018-04-12,00643,1590000,25000,975000,0,640000,69847500,2315000,168000,1300000,0,1183000,1196151,
2018-04-12,00645,0,0,0,0,0,6624250,0,0,0,0,0,67050,X
2018-04-12,00646,0,0,0,0,0,68996250,0,0,0,0,0,88906,
2018-04-12,00647L,7000,0,1000,0,6000,979000,0,0,0,0,0,31638,
2018-04-12,00648R,57000,0,0,0,57000,35422000,0,0,0,0,0,278155,
2018-04-12,00649,0,0,0,0,0,3693000,0,0,0,0,0,33685,
2018-04-12,00650L,89000,2000,1000,0,90000,959500,45000,0,0,0,45000,55260,
2018-04-12,00651R,2000,0,0,0,2000,5423000,23000,0,0,0,23000,114133,
2018-04-12,00652,0,0,0,0,0,3008750,0,0,0,0,0,27850,
2018-04-12,00653L,109000,0,0,0,109000,4225750,0,0,0,0,0,200490,
2018-04-12,00654R,0,0,0,0,0,2116500,0,0,0,0,0,36240,
2018-04-12,00655L,3160000,75000,93000,0,3142000,91614500,14586000,906000,814000,0,14678000,4797066,
2018-04-12,00656R,11000,0,0,0,11000,2464250,0,0,0,0,0,120409,
2018-04-12,00657,0,0,0,0,0,1841000,0,0,0,0,0,58961,X
2018-04-12,00658L,8000,0,0,0,8000,1336250,0,0,0,0,0,78429,
2018-04-12,00659R,0,0,0,0,0,3020000,0,0,0,0,0,151887,
2018-04-12,00660,0,0,0,0,0,9132750,0,0,0,0,0,13864,
2018-04-12,00661,0,0,0,0,0,981250,0,0,0,0,0,5970,X
2018-04-12,00662,0,0,0,0,0,2882250,0,0,0,0,0,26720,
2018-04-12,00663L,27000,0,0,0,27000,1077250,0,0,0,0,0,111997,
2018-04-12,00664R,2000,0,0,0,2000,45768750,796000,0,0,0,796000,693519,
2018-04-12,00665L,12000,0,0,0,12000,6741250,799000,0,0,0,799000,407499,
2018-04-12,00666R,0,0,0,0,0,2406000,0,0,0,0,0,50709,
2018-04-12,00667,0,0,0,0,0,1232250,0,0,0,0,0,1929,
2018-04-12,00668,0,0,0,0,0,20032000,0,0,0,0,0,21810,
2018-04-12,00669R,29000,0,0,0,29000,15904250,80000,0,0,0,80000,420421,
2018-04-12,00670L,79000,0,8000,0,71000,4036250,0,0,0,0,0,227679,
2018-04-12,00671R,35000,0,0,0,35000,5846000,35000,0,0,0,35000,146739,
2018-04-12,00672L,5218000,318000,362000,16000,5158000,21546750,7000,0,0,0,7000,2313366,
2018-04-12,00673R,1505000,5000,15000,0,1495000,35425750,130000,128000,0,0,258000,1200584,
2018-04-12,00674R,0,0,0,0,0,1650750,0,0,0,0,0,22410,
2018-04-12,00675L,272000,11000,0,0,283000,2821500,0,0,0,0,0,243690,
2018-04-12,00676R,16000,0,0,0,16000,49252750,0,0,0,0,0,1002869,
2018-04-12,00677U,16899000,172000,355000,5000,16711000,80427000,2558000,0,200000,0,2358000,11155364,
2018-04-12,00678,0,0,0,0,0,9737000,11000,0,0,0,11000,124005,
2018-04-12,00680L,0,0,0,0,0,1394000,0,0,0,0,0,3900,
2018-04-12,00681R,0,0,0,0,0,1773500,0,0,0,0,0,3589,
2018-04-12,00682U,0,0,0,0,0,2161000,0,0,0,0,0,16066,
2018-04-12,00683L,28000,0,0,0,28000,14483500,0,0,0,0,0,464739,
2018-04-12,00684R,0,0,0,0,0,797000,0,0,0,0,0,589,
2018-04-12,00685L,0,0,0,0,0,2159750,0,0,0,0,0,20469,
2018-04-12,00686R,14000,0,0,0,14000,7444000,0,0,0,0,0,307080,
2018-04-12,00688L,0,0,0,0,0,1403750,0,0,0,0,0,73920,
2018-04-12,00689R,0,0,0,0,0,1347250,0,0,0,0,0,63459,
2018-04-12,00690,0,0,0,0,0,4582500,0,0,0,0,0,140102,
2018-04-12,00691R,0,0,0,0,0,1776500,0,0,0,0,0,2100,
2018-04-12,00692,0,0,0,0,0,29945000,630000,0,0,0,630000,205119,
2018-04-12,00693U,2000,0,0,0,2000,4541500,113000,0,0,0,113000,217482,
2018-04-12,00698L,0,0,0,0,0,1412250,0,0,0,0,0,769,X
2018-04-12,00699R,0,0,0,0,0,1428500,0,0,0,0,0,369,X
2018-04-12,00700,0,0,0,0,0,1995750,0,0,0,0,0,33456,
2018-04-12,00701,0,0,0,0,0,7597750,0,0,0,0,0,21023,
2018-04-12,00702,0,0,0,0,0,3547000,0,0,0,0,0,14262,
2018-04-12,00703,0,0,0,0,0,6262500,0,0,0,0,0,101929,
