date,stock_id,s_prev,s_sell,s_buy,s_ret,s_balance,s_limit,sbl_prev,sbl_sell,sbl_return,sbl_adj,sbl_balance,sbl_limit,note
2020-05-11,0050,957000,3000,10000,0,950000,255375000,23134000,0,0,0,23134000,1291675,
2020-05-11,0051,0,0,0,0,0,2375000,1000,0,0,0,1000,4395,
2020-05-11,0052,0,0,0,0,0,7625000,67000,0,0,0,67000,17003,
2020-05-11,0053,0,0,0,0,0,1622000,0,0,0,0,0,2161,
2020-05-11,0054,0,0,0,0,0,2531000,0,0,0,0,0,1187,X
2020-05-11,0055,0,0,0,0,0,9163500,39000,0,0,0,39000,6363,
2020-05-11,0056,1257000,13000,24000,0,1246000,542633500,28000,0,0,0,28000,2407164,
2020-05-11,0057,0,0,0,0,0,1131750,0,0,0,0,0,4486,X
2020-05-11,0061,3000,0,0,0,3000,61779000,1441000,0,0,0,1441000,39110,
2020-05-11,006203,0,0,0,0,0,2804500,2000,0,0,0,2000,1143,X
2020-05-11,006204,0,0,0,0,0,375000,0,0,0,0,0,3167,
2020-05-11,006205,12000,0,0,0,12000,66560250,3630000,0,0,0,3630000,231778,
2020-05-11,006206,29000,0,0,0,29000,21569500,264000,0,0,0,264000,39734,
2020-05-11,006207,465000,0,345000,0,120000,16848000,320000,0,0,0,320000,41491,
2020-05-11,006208,7000,0,0,0,7000,19260000,732000,0,0,0,732000,116465,
2020-05-11,00631L,3501000,43000,114000,0,3430000,11271000,12000,0,0,0,12000,1552942,
2020-05-11,00632R,29390000,38000,113000,0,29315000,1880287250,99035000,0,23744000,0,75291000,20950804,
2020-05-11,00633L,12002000,73000,999000,0,11076000,73864500,10543000,37000,3000,0,10577000,1472939,
2020-05-11,00634R,120000,2000,0,0,122000,31564000,2330000,0,0,0,2330000,263647,
2020-05-11,00635U,76000,4000,3000,0,77000,18878500,7000,0,0,0,7000,230043,
2020-05-11,00636,1000,2000,0,0,3000,62033500,1014000,0,0,0,1014000,158760,
2020-05-11,00637L,34291000,493000,829000,0,33955000,316526500,67209000,37000,67000,0,67179000,8869969,
2020-05-11,00638R,18000,0,0,0,18000,16862000,4147000,0,0,0,4147000,149680,
2020-05-11,00639,86000,0,0,0,86000,38475750,2567000,0,0,0,2567000,177676,
2020-05-11,00640L,254000,8000,5000,0,257000,4979750,0,0,0,0,0,158829,
2020-05-11,00641R,21000,0,0,0,21000,9939500,136000,0,132000,0,4000,178797,
2020-05-11,00642U,112274000,0,435000,1000,111838000,524955250,49187000,0,0,0,49187000,8338552,X
2020-05-11,00643,480000,8000,0,0,488000,34397250,1213000,0,0,0,1213000,110148,
2020-05-11,00645,0,0,0,0,0,2874250,0,0,0,0,0,14494,
2020-05-11,00646,1000,0,0,0,1000,96371250,6000,0,0,0,6000,214898,
2020-05-11,00647L,553000,20000,14000,0,559000,4729000,0,0,0,0,0,290243,
2020-05-11,00648R,15000,0,0,0,15000,45672000,9000,0,0,0,9000,516469,
2020-05-11,00650L,26000,0,0,0,26000,2334500,3000,0,0,0,3000,36786,
2020-05-11,00651R,16000,0,0,0,16000,6673000,58000,0,0,0,58000,61853,
2020-05-11,00652,1000,0,0,0,1000,5883750,28000,59000,0,0,87000,58478,
2020-05-11,00653L,2469000,4000,11000,0,2462000,28850750,979000,0,530000,-42000,407000,927268,
2020-05-11,00654R,4000,0,0,0,4000,2491500,90000,0,88000,0,2000,70293,
2020-05-11,00655L,1857000,36000,18000,0,1875000,44614500,1070000,0,0,0,1070000,658507,
