date,stock_id,s_prev,s_sell,s_buy,s_ret,s_balance,s_limit,sbl_prev,sbl_sell,sbl_return,sbl_adj,sbl_balance,sbl_limit,note
2018-12-07,0050,1153000,235000,58000,0,1330000,221875000,22965000,55000,0,0,23020000,2714802,
2018-12-07,0051,0,0,0,0,0,2375000,0,0,0,0,0,5593,
2018-12-07,0052,0,0,0,0,0,2875000,9000,0,0,0,9000,30920,
2018-12-07,0053,0,0,0,0,0,1622000,0,0,0,0,0,2660,
2018-12-07,0054,0,0,0,0,0,2781000,0,0,0,0,0,4120,
2018-12-07,0055,0,0,0,0,0,10538500,15000,0,0,0,15000,74490,
2018-12-07,0056,79000,5000,0,0,84000,178258500,0,0,0,0,0,1262501,
2018-12-07,0057,0,0,0,0,0,1256750,0,0,0,0,0,6789,X
2018-12-07,0058,0,0,0,0,0,1049000,0,0,0,0,0,6270,X
2018-12-07,0059,0,0,0,0,0,1243250,0,0,0,0,0,1530,X
2018-12-07,0061,1237000,0,0,0,1237000,102529000,3018000,0,0,0,3018000,386518,
2018-12-07,006203,0,0,0,0,0,1929500,0,0,0,0,0,909,X
2018-12-07,006204,0,0,0,0,0,750000,0,0,0,0,0,6455,X
2018-12-07,006205,93000,0,0,0,93000,129071500,289000,0,0,0,289000,939295,
2018-12-07,006206,13000,0,0,0,13000,52194500,664000,64000,0,0,728000,285851,
2018-12-07,006207,1000,0,0,0,1000,33598000,0,0,0,0,0,153201,
2018-12-07,006208,0,0,0,0,0,6385000,100000,0,0,0,100000,21604,
2018-12-07,00631L,3636000,118000,226000,0,3528000,10021000,0,0,0,0,0,1479273,
2018-12-07,00632R,5773000,106000,537000,0,5342000,1164537250,29755000,0,434000,0,29321000,22285824,
2018-12-07,00633L,3816000,98000,311000,25000,3578000,263614500,26797000,227000,223000,0,26801000,12318713,
2018-12-07,00634R,115000,0,0,0,115000,11439000,0,0,0,0,0,399842,
2018-12-07,00635U,0,0,0,0,0,17878500,0,0,0,0,0,166470,
2018-12-07,00636,300000,0,0,0,300000,178728500,5709000,0,0,0,5709000,1652535,
2018-12-07,00637L,9687000,126000,458000,0,9355000,944901500,95797000,458000,0,0,96255000,58016310,
2018-12-07,00638R,75000,0,0,0,75000,2362000,0,0,0,0,0,157699,
2018-12-07,00639,6000,0,0,0,6000,83600750,1159000,0,0,0,1159000,1022430,
2018-12-07,00640L,25000,0,0,0,25000,2979750,0,0,0,0,0,221520,
2018-12-07,00641R,3000,0,0,0,3000,5814500,0,0,0,0,0,208750,
2018-12-07,00642U,303000,643000,11000,0,935000,23080250,411000,61000,0,0,472000,830611,
2018-12-07,00643,10000,0,0,0,10000,66253750,72000,0,0,0,72000,400078,
2018-12-07,00645,0,0,0,0,0,4124250,0,0,0,0,0,30248,X
2018-12-07,00646,0,0,0,0,0,67996250,0,0,0,0,0,43854,
2018-12-07,00647L,0,0,0,0,0,854000,0,0,0,0,0,14105,
2018-12-07,00648R,51000,0,6000,0,45000,31047000,0,0,0,0,0,217052,
2018-12-07,00649,0,0,0,0,0,3068000,0,0,0,0,0,45870,
2018-12-07,00650L,92000,1000,0,0,93000,959500,0,0,0,0,0,54049,
2018-12-07,00651R,170000,0,122000,0,48000,8173000,0,0,0,0,0,362199,
2018-12-07,00652,0,0,0,0,0,3008750,0,0,0,0,0,17547,
2018-12-07,00653L,108000,0,0,0,108000,2350750,0,0,0,0,0,78799,
2018-12-07,00654R,1000,0,0,0,1000,1741500,0,0,0,0,0,94929,
2018-12-07,00655L,3205000,97000,17000,0,3285000,140864500,15752000,0,0,0,15752000,5585534,
2018-12-07,00656R,4000,0,0,0,4000,2464250,0,0,0,0,0,81720,
2018-12-07,00657,0,0,0,0,0,1328500,0,0,0,0,0,13710,
2018-12-07,00658L,0,0,0,0,0,1211250,0,0,0,0,0,59289,
2018-12-07,00659R,0,0,0,0,0,3270000,0,0,0,0,0,79483,
2018-12-07,00660,0,0,0,0,0,2132750,0,0,0,0,0,1509,X
2018-12-07,00661,0,0,0,0,0,981250,0,0,0,0,0,829,X
2018-12-07,00662,0,0,0,0,0,12132250,0,0,0,0,0,61473,
2018-12-07,00663L,110000,47000,1000,0,156000,1827250,0,0,0,0,0,141480,
2018-12-07,00664R,22000,0,6000,0,16000,39393750,334000,0,0,0,334000,1622292,
2018-12-07,00665L,289000,1000,34000,0,256000,5991250,484000,0,0,0,484000,121279,
2018-12-07,00666R,0,0,0,0,0,1906000,0,0,0,0,0,86349,
2018-12-07,00667,0,0,0,0,0,0,0,0,0,0,0,0,XV
2018-12-07,00668,3000,0,0,0,3000,8994500,0,0,0,0,0,28243,
2018-12-07,00669R,17000,2000,0,0,19000,14904250,80000,0,0,0,80000,469939,
2018-12-07,00670L,112000,1000,3000,0,110000,3286250,0,0,0,0,0,165060,
2018-12-07,00671R,16000,0,5000,0,11000,9471000,0,0,0,0,0,460729,
2018-12-07,00672L,4062000,11514000,124000,0,15452000,80796750,6811000,1107000,30000,0,7888000,5223777,
2018-12-07,00673R,327000,3000,0,0,330000,14800750,0,0,0,0,0,872417,
2018-12-07,00674R,0,0,0,0,0,1275750,0,0,0,0,0,9180,
2018-12-07,00675L,88000,8000,10000,0,86000,3321500,0,0,0,0,0,214886,
2018-12-07,00676R,13000,0,6000,0,7000,35377750,0,0,0,0,0,789414,
2018-12-07,00677U,22629000,1919000,1106000,0,23442000,218302000,4346000,150000,0,0,4496000,19754466,
2018-12-07,00678,0,0,0,0,0,5737000,0,0,0,0,0,108334,
2018-12-07,00680L,0,0,0,0,0,1269000,0,0,0,0,0,28209,X
2018-12-07,00681R,0,0,0,0,0,1523500,0,0,0,0,0,41049,X
2018-12-07,00682U,0,0,0,0,0,1411000,0,0,0,0,0,18914,
2018-12-07,00683L,132000,2000,0,0,134000,3733500,0,0,0,0,0,97320,
2018-12-07,00684R,0,0,0,0,0,797000,0,0,0,0,0,4089,
2018-12-07,00685L,0,0,0,0,0,2409750,0,0,0,0,0,48409,
2018-12-07,00686R,4000,0,0,0,4000,5694000,0,0,0,0,0,55609,
2018-12-07,00688L,0,0,0,0,0,1528750,0,0,0,0,0,80509,
2018-12-07,00689R,0,0,0,0,0,4847250,0,0,0,0,0,61830,X
2018-12-07,00690,0,0,0,0,0,5332500,0,0,0,0,0,104595,
2018-12-07,00691R,0,0,0,0,0,1526500,0,0,0,0,0,909,X
2018-12-07,00692,0,0,0,0,0,39695000,2663000,99000,0,0,2762000,253985,
2018-12-07,00693U,1000,2000,0,0,3000,16416500,0,0,0,0,0,317296,
2018-12-07,00700,0,0,0,0,0,1745750,0,0,0,0,0,35903,
2018-12-07,00701,0,0,0,0,0,5972750,0,0,0,0,0,72062,
2018-12-07,00702,0,0,0,0,0,2797000,0,0,0,0,0,9349,
2018-12-07,00703,0,0,0,0,0,13512500,0,0,0,0,0,148024,
2018-12-07,00706L,0,0,0,0,0,1896000,0,0,0,0,0,19009,
2018-12-07,00707R,0,0,0,0,0,1213750,0,0,0,0,0,480,X
2018-12-07,00708L,51000,0,0,0,51000,12268250,0,0,0,0,0,423303,
2018-12-07,00709,0,0,0,0,0,1615000,0,0,0,0,0,41287,
2018-12-07,00710B,0,0,0,0,0,115065250,0,0,0,0,0,1459,X
2018-12-07,00711B,0,0,0,0,0,38190250,0,0,0,0,0,2130,X
2018-12-07,00712,0,0,0,0,0,16252750,0,0,0,0,0,9259,
2018-12-07,00713,0,0,0,0,0,25253000,0,0,0,0,0,22972,
2018-12-07,00714,0,0,0,0,0,1391750,0,0,0,0,0,29971,X
2018-12-07,00715L,0,0,0,0,0,846000,0,0,0,0,0,23329,
2018-12-07,00716R,0,0,0,0,0,1039500,0,0,0,0,0,3360,X
2018-12-07,00717,0,0,0,0,0,58776250,0,0,0,0,0,91923,
2018-12-07,00728,0,0,0,0,0,2855750,0,0,0,0,0,205888,
2018-12-07,00729R,0,0,0,0,0,1024500,0,0,0,0,0,191899,
2018-12-07,00730,0,0,0,0,0,38386000,0,0,0,0,0,55556,X
2018-12-07,00731,0,0,0,0,0,14025000,0,0,0,0,0,2700,X
2018-12-07,00732,0,0,0,0,0,58693000,0,0,0,0,0,5389,
2018-12-07,00733,0,0,0,0,0,2116500,0,0,0,0,0,67287,
2018-12-07,00735,0,0,0,0,0,1697250,0,0,0,0,0,34470,
2018-12-07,00736,0,0,0,0,0,3181750,0,0,0,0,0,61779,X
2018-12-07,00737,9000,0,0,0,9000,18384500,0,0,0,0,0,228852,
2018-12-07,00738U,0,0,0,0,0,2949750,0,0,0,0,0,35119,
2018-12-07,00739,0,0,0,0,0,75247000,250000,0,0,0,250000,376916,
2018-12-07,00742,0,0,0,0,0,12402500,0,0,0,0,0,18150,
2018-12-07,00743,0,0,0,0,0,6586750,0,0,0,0,0,86224,
2018-12-07,00752,0,0,0,0,0,3179000,0,0,0,0,0,343329,
