date,stock_id,s_prev,s_sell,s_buy,s_ret,s_balance,s_limit,sbl_prev,sbl_sell,sbl_return,sbl_adj,sbl_balance,sbl_limit,note
2026-03-16,0050,750000,125000,214000,0,661000,4461125000,212264000,1320000,5154000,0,208430000,49633485,
2026-03-16,0051,0,0,0,0,0,6125000,658000,0,0,0,658000,36615,
2026-03-16,0052,136000,7000,0,0,143000,615250000,41470000,3852000,1146000,0,44176000,18801911,
2026-03-16,0053,0,0,0,0,0,1247000,31000,0,0,0,31000,9386,
2026-03-16,0055,0,0,0,0,0,20038500,126000,0,0,0,126000,77293,
2026-03-16,0056,174000,9000,0,0,183000,3444758500,180987000,241000,0,0,181228000,21695147,
2026-03-16,0057,0,0,0,0,0,381750,1000,0,0,0,1000,15417,
2026-03-16,0061,0,0,0,0,0,27779000,181000,0,0,0,181000,114895,
2026-03-16,006203,0,0,0,0,0,2554500,0,0,0,0,0,3153,X
2026-03-16,006204,0,0,0,0,0,375000,0,0,0,0,0,3672,X
2026-03-16,006205,1000,0,0,0,1000,27109750,1381000,0,0,0,1381000,211186,
2026-03-16,006206,0,0,0,0,0,7944500,835000,0,0,0,835000,41228,
2026-03-16,006207,0,0,0,0,0,6223000,740000,0,18000,0,722000,89669,
2026-03-16,006208,22000,0,5000,0,17000,465260000,12918000,122000,0,0,13040000,1835913,
2026-03-16,00631L,564000,30000,104000,0,490000,37896000,3000,0,3000,0,0,0,V
2026-03-16,00632R,4901000,66000,74000,0,4893000,496301932,110910000,320000,0,0,111230000,29584231,
2026-03-16,00633L,1000000,11000,18000,0,993000,43364500,3053000,0,83000,0,2970000,1500351,
2026-03-16,00634R,181000,0,0,0,181000,11814000,23000,0,0,0,23000,96984,
2026-03-16,00635U,645000,0,11000,0,634000,77128500,1265000,87000,2000,0,1350000,4441274,
2026-03-16,00636,0,0,0,0,0,30081250,2534000,0,5000,0,2529000,567181,
2026-03-16,00637L,8288000,331000,46000,0,8573000,270651500,21047000,0,298000,0,20749000,13261416,
2026-03-16,00638R,4000,0,0,0,4000,7237000,181000,0,0,0,181000,74589,
2026-03-16,00639,27000,0,0,0,27000,31850750,2220000,0,0,0,2220000,319273,
2026-03-16,00640L,108000,3000,23000,0,88000,3354750,169000,0,0,0,169000,265181,
2026-03-16,00641R,489000,0,0,0,489000,19564500,1846000,0,0,0,1846000,687633,
2026-03-16,00642U,2243000,735000,220000,1000,2757000,74080250,1242000,0,0,0,1242000,9330275,
2026-03-16,00643,0,0,0,0,0,23018250,697000,0,0,0,697000,997631,
2026-03-16,00645,0,0,0,0,0,13999250,2001000,0,0,0,2001000,159787,
2026-03-16,00646,5000,0,0,0,5000,130246250,9185000,8000,72000,0,9121000,1111565,
2026-03-16,00647L,0,0,0,0,0,1729000,49000,0,0,0,49000,37795,
2026-03-16,00648R,433000,0,0,0,433000,37922000,319000,0,0,0,319000,483819,
2026-03-16,00650L,1844000,38000,10000,0,1872000,29709500,4407000,0,0,0,4407000,2006779,
2026-03-16,00651R,295000,0,0,0,295000,8548000,56000,0,0,0,56000,201138,
2026-03-16,00652,0,0,0,0,0,16508750,1493000,0,0,0,1493000,195122,
2026-03-16,00653L,11000,2000,2000,0,11000,4600750,867000,38000,0,0,905000,142036,
2026-03-16,00654R,102000,1000,0,0,103000,5116500,2000,0,0,0,2000,35312,
2026-03-16,00655L,503000,1000,0,0,504000,21364500,2871000,0,11000,0,2860000,795388,
2026-03-16,00656R,4000,0,0,0,4000,5089250,6000,0,0,0,6000,80065,
2026-03-16,00657,0,0,0,0,0,1896000,111000,0,8000,0,103000,60799,
2026-03-16,00660,0,0,0,0,0,2007750,16000,0,0,0,16000,9463,
2026-03-16,00661,0,0,0,0,0,6356250,766000,0,0,0,766000,119496,
2026-03-16,00662,10000,0,0,0,10000,173382250,40468000,27000,1590000,0,38905000,1370938,
2026-03-16,00663L,2091000,264000,83000,0,2272000,36540750,4295000,0,6000,0,4289000,4011456,
2026-03-16,00664R,582000,11000,1000,0,592000,191268750,54280000,0,129000,0,54151000,7957613,
2026-03-16,00665L,2380000,145000,20000,0,2505000,130866250,36101000,0,150000,0,35951000,8899212,
2026-03-16,00666R,12000,0,0,0,12000,3781000,3000,0,0,0,3000,48303,
2026-03-16,00668,0,0,0,0,0,2883250,88000,0,0,0,88000,43428,
2026-03-16,00669R,209000,0,0,0,209000,55529250,1864000,0,0,0,1864000,596805,
2026-03-16,00670L,399000,4000,14000,0,389000,23786250,6656000,223000,0,0,6879000,552244,
2026-03-16,00671R,2877000,0,4000,0,2873000,142971000,6671000,0,0,0,6671000,2516071,
2026-03-16,00673R,16859000,2049000,50000,115000,18743000,62387661,9624000,550000,668000,0,9506000,5796211,
2026-03-16,00674R,0,0,0,0,0,0,0,0,0,0,0,0,XV
2026-03-16,00675L,856000,40000,51000,0,845000,29821500,10724000,0,0,0,10724000,1204600,
2026-03-16,00676R,191000,18000,0,0,209000,36083420,6090000,0,0,0,6090000,1979563,
2026-03-16,00678,0,0,0,0,0,1987000,183000,0,0,0,183000,95445,
2026-03-16,00680L,261000,0,10000,0,251000,573769000,62295000,0,50000,0,62245000,10025920,
2026-03-16,00681R,0,0,0,0,0,1898500,3000,0,0,0,3000,32214,
2026-03-16,00682U,0,0,0,0,0,1911000,8000,0,0,0,8000,8469,
2026-03-16,00683L,116000,1000,0,0,117000,3108500,262000,0,0,0,262000,105724,
2026-03-16,00684R,0,0,0,0,0,2547000,0,0,0,0,0,18920,
2026-03-16,00685L,108000,0,9000,0,99000,8034750,2637000,0,0,0,2637000,428099,
2026-03-16,00686R,26000,0,0,0,26000,39694000,5676000,0,0,0,5676000,2457089,
2026-03-16,00688L,59000,0,7000,0,52000,247403750,30411000,0,190000,0,30221000,4221550,
2026-03-16,00689R,0,0,0,0,0,1722250,0,0,0,0,0,42877,
2026-03-16,00690,0,0,0,0,0,19582500,223000,0,0,0,223000,205625,
2026-03-16,00692,0,0,0,0,0,161695000,3628000,8000,0,0,3636000,610143,
2026-03-16,00693U,21000,0,12000,0,9000,24666500,481000,0,0,0,481000,668545,
2026-03-16,00700,0,0,0,0,0,9995750,223000,0,0,0,223000,260227,
2026-03-16,00701,0,0,0,0,0,48222750,1813000,0,0,0,1813000,400604,
2026-03-16,00702,0,0,0,0,0,1672000,1000,0,0,0,1000,33783,
2026-03-16,00703,0,0,0,0,0,2637500,95000,0,0,0,95000,51760,
2026-03-16,00706L,28000,0,0,0,28000,45442713,1989000,0,0,0,1989000,907806,
2026-03-16,00707R,0,0,0,0,0,1463750,0,0,0,0,0,2805,X
2026-03-16,00708L,824000,3000,6000,0,821000,26768250,1648000,30000,52000,0,1626000,2757635,
2026-03-16,00709,0,0,0,0,0,4490000,67000,0,0,0,67000,41372,
2026-03-16,00710B,0,0,0,0,0,46065250,483000,0,0,0,483000,66954,X
2026-03-16,00711B,0,0,0,0,0,251565250,99000,0,0,0,99000,44870,X
2026-03-16,00712,0,0,0,0,0,1189127750,45469000,24234000,34000,0,69669000,8260106,X
2026-03-16,00713,0,0,0,0,0,569503000,6777000,0,5000,0,6772000,3413217,X
2026-03-16,00714,0,0,0,0,0,6266750,392000,0,0,0,392000,73118,
2026-03-16,00715L,7453000,1046000,216000,0,8283000,45297948,1451000,0,0,0,1451000,11128154,
2026-03-16,00717,0,0,0,0,0,35651250,27000,0,0,0,27000,58703,
2026-03-16,00728,0,0,0,0,0,10230750,91000,0,0,0,91000,78106,X
2026-03-16,00730,0,0,0,0,0,19386000,1777000,0,0,0,1777000,123215,
2026-03-16,00731,0,0,0,0,0,7525000,390000,0,0,0,390000,226694,
2026-03-16,00733,8000,0,0,0,8000,26116500,3460000,7000,0,0,3467000,646330,
2026-03-16,00735,28000,0,5000,0,23000,17072250,641000,0,0,0,641000,1064166,
2026-03-16,00736,0,0,0,0,0,1681750,53000,0,0,0,53000,38976,
2026-03-16,00737,0,0,0,0,0,6134500,268000,0,0,0,268000,91648,
2026-03-16,00738U,432000,56000,41000,0,447000,70699750,3562000,0,0,0,3562000,8943954,
2026-03-16,00739,0,0,0,0,0,6747000,350000,0,0,0,350000,34295,
2026-03-16,00752,2000,0,0,0,2000,77679000,9530000,0,175000,0,9355000,1139633,
2026-03-16,00753L,1827000,108000,19000,0,1916000,187664250,26357000,50000,0,0,26407000,6852898,
2026-03-16,00757,51000,11000,0,0,62000,86998500,4095000,0,0,0,4095000,1018389,
2026-03-16,00762,0,0,0,0,0,12937000,558000,0,0,0,558000,137504,
2026-03-16,00763U,116000,3000,0,0,119000,19141250,527000,0,0,0,527000,1099497,
2026-03-16,00770,0,0,0,0,0,23364500,2558000,0,0,0,2558000,255000,
2026-03-16,00771,0,0,0,0,0,3556250,50000,0,0,0,50000,22116,X
2026-03-16,00775B,0,0,0,0,0,58025000,0,0,0,0,0,25974,X
2026-03-16,00783,0,0,0,0,0,2632750,456000,0,0,0,456000,88465,
2026-03-16,00830,274000,90000,106000,0,258000,205491250,24873000,213000,18000,0,25068000,4897732,
2026-03-16,00850,0,0,0,0,0,109111000,3014000,0,0,0,3014000,369761,
2026-03-16,00851,0,0,0,0,0,1506250,22000,0,0,0,22000,10902,
2026-03-16,00852L,90000,2000,0,0,92000,2091250,498000,0,0,0,498000,218627,
2026-03-16,00861,0,0,0,0,0,17478000,486000,0,0,0,486000,54131,
2026-03-16,00865B,0,0,0,0,0,45686000,7015000,0,0,0,7015000,675405,
2026-03-16,00875,0,0,0,0,0,3622000,503000,0,0,0,503000,84927,
2026-03-16,00876,0,0,0,0,0,19506000,133000,0,0,0,133000,103401,
2026-03-16,00878,23000,0,10000,0,13000,4996322500,94537000,0,3000000,0,91537000,25539150,
2026-03-16,00881,12000,10000,3000,0,19000,599475750,44364000,690000,657000,0,44397000,7930693,
2026-03-16,00882,11000,0,0,0,11000,534587250,10243000,0,0,0,10243000,4219445,
2026-03-16,00885,160000,13000,2000,0,171000,184059500,15090000,740000,309000,0,15521000,2213207,
2026-03-16,00891,6000,0,2000,0,4000,345522500,6760000,18000,0,0,6778000,7896077,
2026-03-16,00892,0,0,0,0,0,61198000,1709000,0,0,0,1709000,397548,
2026-03-16,00893,28000,0,0,0,28000,99471000,2028000,0,0,0,2028000,547522,
2026-03-16,00894,0,10000,0,0,10000,35252250,1942000,0,0,0,1942000,642117,
2026-03-16,00895,4000,0,0,0,4000,41604000,822000,0,0,0,822000,290076,
2026-03-16,00896,0,0,0,0,0,74345000,3820000,805000,26000,0,4599000,1301688,
