date,investor,buy,sell,net
2014-11-27,合計,30227185619,21595056396,8632129223
2014-11-27,外資及陸資,21035317915,13604258347,7431059568
2014-11-27,投信,1169750580,1055157252,114593328
2014-11-27,自營商,8022117124,6935640797,1086476327
