date,investor,buy,sell,net
2010-06-07,合計,21175677032,35523163361,-14347486329
2010-06-07,外資及陸資,18420958493,30448312196,-12027353703
2010-06-07,投信,1026938560,2689978347,-1663039787
2010-06-07,自營商,1727779979,2384872818,-657092839
