date,investor,buy,sell,net
2011-03-31,合計,39162603676,37632212207,1530391469
2011-03-31,外資及陸資,33424126854,31432060806,1992066048
2011-03-31,投信,2258346130,2291704068,-33357938
2011-03-31,自營商,3480130692,3908447333,-428316641
