date,investor,buy,sell,net
2013-12-02,合計,18463884510,14835085979,3628798531
2013-12-02,外資及陸資,13980580659,10419933268,3560647391
2013-12-02,投信,1120406930,1189910909,-69503979
2013-12-02,自營商,3362896921,3225241802,137655119
