date,investor,buy,sell,net
2010-10-15,合計,30034485175,26168740871,3865744304
2010-10-15,外資及陸資,21936308429,18135953510,3800354919
2010-10-15,投信,3411195560,3611694578,-200499018
2010-10-15,自營商,4686981186,4421092783,265888403
