date,investor,buy,sell,net
2011-03-10,合計,26159847145,33071215923,-6911368778
2011-03-10,外資及陸資,19338195209,25081739371,-5743544162
2011-03-10,投信,3129062460,3760829427,-631766967
2011-03-10,自營商,3692589476,4228647125,-536057649
