date,investor,buy,sell,net
2011-04-29,合計,41047368701,37062793446,3984575255
2011-04-29,外資及陸資,32056979180,25765934040,6291045140
2011-04-29,投信,3356876490,3770705632,-413829142
2011-04-29,自營商,5633513031,7526153774,-1892640743
