date,investor,buy,sell,net
2013-03-08,合計,30284908176,26036066401,4248841775
2013-03-08,外資及陸資,23810350634,19707203717,4103146917
2013-03-08,投信,2103753400,2297063724,-193310324
2013-03-08,自營商,4370804142,4031798960,339005182
