date,investor,buy,sell,net
2014-05-06,合計,23721293128,25381370599,-1660077471
2014-05-06,外資及陸資,14445751334,16670275202,-2224523868
2014-05-06,投信,1448513260,1977823615,-529310355
2014-05-06,自營商,7827028534,6733271782,1093756752
