date,investor,buy,sell,net
2008-11-06,合計,13731064200,22801489670,-9070425470
2008-11-06,外資,10712609130,17584943119,-6872333989
2008-11-06,投信,1800801400,3943420964,-2142619564
2008-11-06,自營商,1217653670,1273125587,-55471917
