stock_id,name,market,status,asof,data_last_day,measure_date,liq_ok,bars_ok,inst_ok,eligible,rev_hi24,ma60_up,ma_stack,signal,amt20,bars,n_trig_120d,trig_measure_dates,last_trig_measure_date,last_trig_entry_date,last_trig_day_n,last_trig_exit_date,last_trig_exit_basis,last_trig_entry_open_ok
2609,陽明,twse,已判定,2026-09-24,2026-09-24,2026-09-01,T,T,T,T,0,100,100,F,5037124933.5,2833,0,,,,,,,
6209,今國光,twse,已判定,2026-09-24,2026-09-24,2026-09-01,T,T,T,T,100,0,0,F,618212752.0,2842,0,,,,,,,
3535,晶彩科,twse,已判定,2026-09-24,2026-09-24,2026-09-01,F,T,T,F,0,0,0,F,47150730.45,2842,0,,,,,,,
4164,承業醫,twse,已判定,2026-09-24,2026-09-24,2026-09-01,F,T,T,F,0,0,0,F,9529641.15,2842,0,,,,,,,
6282,康舒,twse,已判定,2026-09-24,2026-09-24,2026-09-01,T,T,T,T,0,0,0,F,391683079.5,2841,1,2026-08-03,2026-08-03,2026-08-04,38,2027-01-25,只扣週末（2027 年休市表未公告）,T
6443,元晶,twse,已判定,2026-09-24,2026-09-24,2026-09-01,T,T,T,T,0,0,0,F,112477283.25,2657,0,,,,,,,
8289,泰藝,tpex,已判定,2026-09-24,2026-09-24,2026-09-01,F,T,T,F,100,0,0,F,23482887.5,2834,1,2026-08-03,2026-08-03,2026-08-04,38,2027-01-25,只扣週末（2027 年休市表未公告）,T
6469,大樹,tpex,已判定,2026-09-24,2026-09-24,2026-09-01,F,T,T,F,0,100,0,F,28622530.0,2542,0,,,,,,,
