# commit=e17813316 run=2026-09-15 23:07 (Asia/Taipei) prereg=backtest/PREREGP2.md(sha bef83cb7ba0b78e4) seed0=12000 
control,N,rule,seed,cagr,mdd,slot,m,n_cap,n_in,first,end,set
甲,10,H120,12104,0.20092535325002925,-0.39689795832473856,0.8959794696321642,176,445,176,511,2849,AND
甲,10,H120,12105,0.21448734046342866,-0.38405445539980637,0.890846877673225,175,447,175,511,2849,AND
甲,10,H120,12106,0.21878904524600884,-0.3869289068453643,0.8908896492728828,175,451,175,511,2849,AND
甲,10,H120,12107,0.23435362172887353,-0.3703595211451683,0.8908896492728828,175,438,175,511,2849,AND
甲,10,H120,12108,0.21007136469015242,-0.44539805225433016,0.8909324208725407,175,440,175,511,2849,AND
甲,10,H120,12109,0.18248375865658262,-0.4496681314827806,0.9010265183917878,177,449,177,511,2849,AND
甲,10,H120,12110,0.2152586818008202,-0.39704116395637806,0.8959794696321642,176,446,176,511,2849,AND
甲,10,H120,12111,0.23861308068847253,-0.36885296176940247,0.8959794696321642,176,430,176,511,2849,AND
甲,10,H120,12112,0.21868262915220016,-0.36978833477468875,0.890846877673225,175,438,175,511,2849,AND
甲,10,H120,12113,0.24261398838922932,-0.3663808912207736,0.8959794696321642,176,432,176,511,2849,AND
甲,10,H120,12114,0.24569257252375132,-0.38491425710413407,0.8908896492728828,175,444,175,511,2849,AND
甲,10,H120,12115,0.214327110247011,-0.4164315822083249,0.8959366980325064,176,436,176,511,2849,AND
甲,10,H120,12116,0.20879110179647498,-0.390319273261391,0.8908896492728828,175,453,175,511,2849,AND
甲,10,H120,12117,0.18392227577307696,-0.38933748053718803,0.8959366980325064,176,444,176,511,2849,AND
甲,10,H120,12118,0.21295038040619207,-0.38962033545009606,0.8959366980325064,176,447,176,511,2849,AND
甲,10,H120,12119,0.21139078555774127,-0.3940310932377291,0.8959366980325064,176,430,176,511,2849,AND
甲,10,H120,12120,0.17047955334683973,-0.4971122145036915,0.8908896492728828,175,436,175,511,2849,AND
甲,10,H120,12121,0.2160934715843119,-0.3893736257271027,0.8959366980325064,176,438,176,511,2849,AND
甲,10,H120,12122,0.24425810681562288,-0.37992123184293136,0.8908896492728828,175,456,175,511,2849,AND
甲,10,H120,12123,0.17331292426578804,-0.5004165982972568,0.8909324208725407,175,423,175,511,2849,AND
甲,10,H120,12124,0.24589123603112628,-0.39407944495465475,0.8959794696321642,176,425,176,511,2849,AND
甲,10,H120,12125,0.17955000966319523,-0.4393885482206535,0.8908896492728828,175,455,175,511,2849,AND
甲,10,H120,12126,0.19028179559349856,-0.4096824836228377,0.8908896492728828,175,445,175,511,2849,AND
甲,10,H120,12127,0.2569223985031217,-0.3676045980928135,0.8959794696321642,176,425,176,511,2849,AND
甲,10,H120,12128,0.2166764636168126,-0.3737507821818745,0.8908896492728828,175,438,175,511,2849,AND
甲,10,H120,12129,0.21493814278781853,-0.4151863749195373,0.8908896492728828,175,450,175,511,2849,AND
甲,10,H120,12130,0.20469610992707965,-0.42529048208063036,0.8909324208725407,175,425,175,511,2849,AND
甲,10,H120,12131,0.1689200626761571,-0.4407539936850049,0.8908896492728828,175,442,175,511,2849,AND
甲,10,H120,12132,0.2401794960450887,-0.3623647149502885,0.8959366980325064,176,433,176,511,2849,AND
甲,10,H120,12133,0.1746575804300281,-0.4468239171703495,0.8959366980325064,176,439,176,511,2849,AND
甲,10,H120,12134,0.21187033259892796,-0.3917467792177564,0.8959366980325064,176,420,176,511,2849,AND
甲,10,H120,12135,0.22643560572514487,-0.4098381846232018,0.8960222412318221,176,439,176,511,2849,AND
甲,10,H120,12136,0.2397976864008049,-0.3933053244713357,0.8908896492728828,175,424,175,511,2849,AND
甲,10,H120,12137,0.22231703198060515,-0.3911700282259923,0.8908896492728828,175,448,175,511,2849,AND
甲,10,H120,12138,0.20860010906902016,-0.42037270674316696,0.8960222412318221,176,430,176,511,2849,AND
甲,10,H120,12139,0.23139253156054185,-0.3791436528278395,0.8908896492728828,175,445,175,511,2849,AND
甲,10,H120,12140,0.2339710131844741,-0.3688239299074584,0.8959366980325064,176,423,176,511,2849,AND
甲,10,H120,12141,0.20231004334782132,-0.3738127822015861,0.8908896492728828,175,432,175,511,2849,AND
甲,10,H120,12142,0.21462523075331652,-0.3869316435935997,0.8908896492728828,175,447,175,511,2849,AND
甲,10,H120,12143,0.19583839795889268,-0.409838114176113,0.8959794696321642,176,431,176,511,2849,AND
甲,10,H120,12144,0.21309480902960387,-0.41083387242689356,0.8959366980325064,176,459,176,511,2849,AND
甲,10,H120,12145,0.21198477632827695,-0.5003996116212638,0.8909324208725407,175,428,175,511,2849,AND
甲,10,H120,12146,0.21489662723581326,-0.4649384572515425,0.8909324208725407,175,440,175,511,2849,AND
甲,10,H120,12147,0.1879422262081345,-0.4408277917092703,0.8908896492728828,175,452,175,511,2849,AND
甲,10,H120,12148,0.19498411962408313,-0.44996053886447746,0.9010265183917878,177,435,177,511,2849,AND
甲,10,H120,12149,0.21438732841972663,-0.4114016002371324,0.8959366980325064,176,455,176,511,2849,AND
甲,10,H120,12150,0.1884048742250053,-0.3834011954140998,0.890846877673225,175,438,175,511,2849,AND
甲,10,H120,12151,0.16244991530328723,-0.4985916192155104,0.8908896492728828,175,420,175,511,2849,AND
甲,10,H120,12152,0.2443245477899183,-0.41332301151110357,0.8959366980325064,176,438,176,511,2849,AND
甲,10,H120,12153,0.20328499327254956,-0.4530871937121634,0.8959366980325064,176,458,176,511,2849,AND
甲,10,H120,12154,0.20699195446573726,-0.4486227953056084,0.8958939264328486,176,454,176,511,2849,AND
甲,10,H120,12155,0.22835877639005675,-0.3754691032741332,0.8908896492728828,175,434,175,511,2849,AND
甲,10,H120,12156,0.20461726842236438,-0.4649663771894799,0.8909324208725407,175,431,175,511,2849,AND
甲,10,H120,12157,0.21906363774015158,-0.455765988568135,0.8959366980325064,176,459,176,511,2849,AND
甲,10,H120,12158,0.18835871995197162,-0.4494019415728709,0.9010265183917878,177,446,177,511,2849,AND
甲,10,H120,12159,0.17561070013613533,-0.40969319125477904,0.8909324208725407,175,463,175,511,2849,AND
甲,10,H120,12160,0.2228601903781542,-0.3697485010670325,0.890846877673225,175,423,175,511,2849,AND
甲,10,H120,12161,0.18004925726799348,-0.44977366149461245,0.9010265183917878,177,450,177,511,2849,AND
甲,10,H120,12162,0.25075085097582894,-0.3932395133905768,0.8959794696321642,176,428,176,511,2849,AND
甲,10,H120,12163,0.21210435922547566,-0.3914474970483756,0.8908896492728828,175,446,175,511,2849,AND
甲,10,H120,12164,0.17881809754068212,-0.43663761827783415,0.8908896492728828,175,455,175,511,2849,AND
甲,10,H120,12165,0.20369521249595612,-0.39983924370674717,0.8959366980325064,176,440,176,511,2849,AND
甲,10,H120,12166,0.22658435966554213,-0.36948679115696426,0.890846877673225,175,427,175,511,2849,AND
甲,10,H120,12167,0.16457618148671926,-0.464910739921835,0.8959794696321642,176,458,176,511,2849,AND
甲,10,H120,12168,0.19606352681269978,-0.42971851423274054,0.8908896492728828,175,427,175,511,2849,AND
甲,10,H120,12169,0.19955200033108844,-0.4493941493535222,0.9010265183917878,177,445,177,511,2849,AND
甲,10,H120,12170,0.21003398427977493,-0.37737292253185367,0.8908896492728828,175,436,175,511,2849,AND
甲,10,H120,12171,0.16233642666892778,-0.4644694425336165,0.8908896492728828,175,429,175,511,2849,AND
甲,10,H120,12172,0.16357096906017832,-0.4498020893323654,0.9010265183917878,177,444,177,511,2849,AND
甲,10,H120,12173,0.19693766879090413,-0.4495004941604192,0.9010265183917878,177,443,177,511,2849,AND
甲,10,H120,12174,0.2279586610755262,-0.36876002861909657,0.8959794696321642,176,422,176,511,2849,AND
甲,10,H120,12175,0.2508457502349757,-0.36227538532996917,0.8959794696321642,176,438,176,511,2849,AND
甲,10,H120,12176,0.17008079736658166,-0.46760520021682894,0.8908896492728828,175,446,175,511,2849,AND
甲,10,H120,12177,0.17249179281756621,-0.43935817106585434,0.8908896492728828,175,458,175,511,2849,AND
甲,10,H120,12178,0.2038111161670928,-0.4151851409236344,0.8908896492728828,175,449,175,511,2849,AND
甲,10,H120,12179,0.19000367948655428,-0.43942816268895346,0.8908896492728828,175,443,175,511,2849,AND
甲,10,H120,12180,0.20714806589192336,-0.38941818726368105,0.8959366980325064,176,441,176,511,2849,AND
甲,10,H120,12181,0.18811986118047397,-0.39180363013540176,0.890846877673225,175,451,175,511,2849,AND
甲,10,H120,12182,0.1846355367068815,-0.4102222114283299,0.8959794696321642,176,436,176,511,2849,AND
甲,10,H120,12183,0.17167060639150478,-0.4661782306269811,0.8908896492728828,175,459,175,511,2849,AND
甲,10,H120,12184,0.24981959681498234,-0.3904760028828519,0.8959794696321642,176,440,176,511,2849,AND
甲,10,H120,12185,0.2050595640005881,-0.37326695010762595,0.8959794696321642,176,433,176,511,2849,AND
甲,10,H120,12186,0.23057712180213685,-0.4203728128336996,0.8960222412318221,176,439,176,511,2849,AND
甲,10,H120,12187,0.2362822623464753,-0.38205463053842137,0.8908896492728828,175,433,175,511,2849,AND
甲,10,H120,12188,0.23696545268323033,-0.38641125998365133,0.890846877673225,175,442,175,511,2849,AND
甲,10,H120,12189,0.20577004933390053,-0.42334688804264886,0.8909324208725407,175,441,175,511,2849,AND
甲,10,H120,12190,0.23327259427958547,-0.39480551234631756,0.890846877673225,175,425,175,511,2849,AND
甲,10,H120,12191,0.2405417898081621,-0.36188218850432746,0.8959794696321642,176,428,176,511,2849,AND
甲,10,H120,12192,0.20536543065945634,-0.45577873635102084,0.8959366980325064,176,465,176,511,2849,AND
甲,10,H120,12193,0.17915925349506012,-0.4407604241557666,0.8908896492728828,175,454,175,511,2849,AND
甲,10,H120,12194,0.22135569379767195,-0.3693018365067547,0.8959366980325064,176,416,176,511,2849,AND
甲,10,H120,12195,0.21153997442650896,-0.386272094983728,0.8909324208725407,175,443,175,511,2849,AND
甲,10,H120,12196,0.18681750128253483,-0.3862164699799918,0.8908896492728828,175,443,175,511,2849,AND
甲,10,H120,12197,0.18602122419181844,-0.43633151033263057,0.8908896492728828,175,450,175,511,2849,AND
甲,10,H120,12198,0.20258211684136995,-0.45302946065452704,0.8959366980325064,176,441,176,511,2849,AND
甲,10,H120,12199,0.20842390209849726,-0.39501753317680127,0.8908896492728828,175,434,175,511,2849,AND
乙,5,H60,12000,0.2223289135276787,-0.4880735578127239,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12001,0.22217266847199335,-0.46910227443885283,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12002,0.21098631243401145,-0.6469866495814316,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12003,0.25362126021636033,-0.5041521675113343,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12004,0.2109045858887464,-0.5432972818305265,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12005,0.19671645215589972,-0.5598705884733681,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12006,0.1948978466557012,-0.507885284459746,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12007,0.15738670021193402,-0.5698503497499434,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12008,0.259410282286225,-0.49976038174778303,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12009,0.1739927410166504,-0.4936394102404192,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12010,0.2968623600068083,-0.39126269269706626,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12011,0.20382810746249924,-0.4982281421015822,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12012,0.22967848929597734,-0.4978228630462201,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12013,0.2667104586330573,-0.42817175716392125,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12014,0.18522900001097486,-0.601992953673827,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12015,0.23692228819511008,-0.4579673590240456,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12016,0.24770776401787353,-0.39004217267450525,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12017,0.2590532201123066,-0.38322534029077276,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12018,0.258938408712134,-0.40865378430928173,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12019,0.21574517925615222,-0.47799260295582785,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12020,0.16407306765066876,-0.6022689817253116,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12021,0.2347618391934001,-0.49456282483056513,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12022,0.2521276193048956,-0.4434679405872169,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12023,0.1919140838247757,-0.4930950731639301,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12024,0.2370213520050244,-0.5482660156857985,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12025,0.18166140842573397,-0.5771531674416561,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12026,0.24210779609644084,-0.46894990677148785,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12027,0.23737288424593728,-0.5285610927201283,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12028,0.2077761664348845,-0.49875568898846806,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12029,0.21796864931980364,-0.5018126987783167,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12030,0.17634177649799732,-0.45888232247779626,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12031,0.24608579683618204,-0.46028763807823136,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12032,0.202633096940245,-0.579725544044603,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12033,0.21547764811348658,-0.43233648506407385,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12034,0.2733095442162621,-0.4461795946001233,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12035,0.24605177222956343,-0.5432032298603892,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12036,0.2777881412178278,-0.5000515430099413,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12037,0.24869005732524352,-0.5162478644546813,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12038,0.19925214083101905,-0.434527043358206,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12039,0.2303876989562823,-0.5152214112316836,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12040,0.22261155459372595,-0.48153797407462157,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12041,0.24082885642999297,-0.4220088917245329,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12042,0.2594235372475373,-0.4138762398170375,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12043,0.24135139472277523,-0.5166575577502803,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12044,0.25827978765175197,-0.5547136444923838,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12045,0.2863937157085361,-0.3995219281712833,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12046,0.2714376087037331,-0.45081048722514694,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12047,0.28514205752112676,-0.40224809503868814,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12048,0.2708158698286067,-0.5691292333494046,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12049,0.20521943370722973,-0.5774438447252072,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12050,0.23195903489117864,-0.5212864732978805,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12051,0.28615796164188123,-0.41500175504080006,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12052,0.20473274996744428,-0.6031324150605321,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12053,0.2511645003682419,-0.4207596525497726,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12054,0.30211233071165133,-0.3953784883332621,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12055,0.2811521377162016,-0.5411078413063228,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12056,0.23283068610236057,-0.6103572996093017,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12057,0.2105983072061699,-0.4770904394930336,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12058,0.1954264373561767,-0.5450407698974339,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12059,0.2750489084838832,-0.47039955082664103,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12060,0.2682261721255643,-0.44821144536965174,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12061,0.2364641143367474,-0.48051394940901676,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12062,0.24572107389107067,-0.4642591741352987,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12063,0.1556925859733258,-0.5056375897566227,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12064,0.2250739209758359,-0.4884512071431823,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12065,0.2116382010695368,-0.5839688453906207,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12066,0.18857041390775464,-0.48117115865515386,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12067,0.20497497217146887,-0.5815381450916178,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12068,0.2171397727940363,-0.5168588924998518,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12069,0.22000391483484472,-0.6008998720009111,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12070,0.1908178944564265,-0.6105453879066114,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12071,0.19910633783169396,-0.5500718014580495,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12072,0.1597458336762554,-0.5895006164290443,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12073,0.2138181436313482,-0.4024189583474878,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12074,0.2062439255162276,-0.5299381693660672,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12075,0.1679791086754916,-0.5515958833213451,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12076,0.2679572527696321,-0.41377837335255807,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12077,0.1743739226466947,-0.5013968631267413,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12078,0.23953633204455294,-0.540331338359846,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12079,0.2895235736068793,-0.5003048056003709,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12080,0.23913452848447636,-0.4737465027053246,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12081,0.180635838137865,-0.5898450095297911,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12082,0.20329216565850383,-0.42930020241102884,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12083,0.2721342470583801,-0.42390733840968525,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12084,0.17037347002319914,-0.6055094280614169,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12085,0.2058998642655352,-0.462610491329516,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12086,0.19865168524846188,-0.5267131903015673,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12087,0.16949333859734428,-0.46899672275200843,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12088,0.2036422078336706,-0.6112294843826878,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12089,0.24041598089317584,-0.4387843867042509,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12090,0.24873855676091217,-0.5384150840824496,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12091,0.21085374914295674,-0.5959199638294899,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12092,0.29721555907089536,-0.4653203569723233,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12093,0.15319962157989275,-0.5894987427004406,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12094,0.16145193496468813,-0.5714575777443912,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12095,0.23455829750714008,-0.46468061668290517,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12096,0.1624667990943105,-0.5217623741735689,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12097,0.24181142858638016,-0.4641002115747958,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12098,0.2381703260891248,-0.5180394125303375,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12099,0.203951076731687,-0.5106811151445534,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12100,0.2122455992162675,-0.49350560499592094,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12101,0.23003360116580107,-0.40935713364381937,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12102,0.18014248994637105,-0.5537074414660192,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12103,0.16062595251075362,-0.5979170041507481,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12104,0.23164050784655932,-0.46977714332843523,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12105,0.272418963635781,-0.38355999807464525,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12106,0.1858429261160084,-0.5903847878244092,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12107,0.24968293293125932,-0.5082996351829323,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12108,0.2575306363637435,-0.4706965330780895,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12109,0.19359658834071647,-0.5658419464565543,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12110,0.19758073616562544,-0.441417876757169,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12111,0.20249735432437288,-0.5007654613829804,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12112,0.12468672489473853,-0.6321329456490742,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12113,0.16852032917848248,-0.49398661258248494,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12114,0.28741835142887884,-0.4157591252788932,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12115,0.245218819200832,-0.5446671038009566,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12116,0.22452032993977933,-0.5955696363314505,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12117,0.22154722154096662,-0.4701478881163573,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12118,0.19430355244464015,-0.53924708387791,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12119,0.2769548511964086,-0.4769261007161866,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12120,0.18879729690885028,-0.3880692975216794,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12121,0.24569390058088714,-0.4182196697536967,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12122,0.20425915020075291,-0.530780870606363,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12123,0.2225484618984852,-0.5227033452066666,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12124,0.2987501121458165,-0.46708984614495175,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12125,0.23987141610417573,-0.5452427031587774,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12126,0.19606106713630922,-0.4719762641076375,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12127,0.26055168824206354,-0.4772529206481863,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12128,0.262222353341824,-0.3840241945456234,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12129,0.28587757114713397,-0.4905861333842028,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12130,0.18698917868718157,-0.4467846971042947,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12131,0.22228870696680003,-0.4941335001976749,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12132,0.3280307897035937,-0.5170701074470578,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12133,0.20447409939756422,-0.4984172461545651,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12134,0.10887647733073269,-0.58208984794162,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12135,0.2768163170146194,-0.5031752958958047,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12136,0.18747658378898935,-0.4551633513499119,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12137,0.19422563735161358,-0.5098464641527521,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12138,0.2740123049267189,-0.49172339590131664,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12139,0.21803552403880944,-0.5835672113523569,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12140,0.23764565917648373,-0.5999544885117024,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12141,0.2594355381020854,-0.4553661961906414,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12142,0.2001300407141362,-0.470602352892132,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12143,0.15155133451814562,-0.5622448293758502,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12144,0.24349633022232875,-0.42025298811455825,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12145,0.31464290643887116,-0.4271025650248314,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12146,0.24930160092809506,-0.40465427401115445,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12147,0.23742569872984465,-0.5331218287405846,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12148,0.1595061117577754,-0.6236348087035061,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12149,0.28571320556033286,-0.47023879149401404,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12150,0.1807204070973203,-0.5498200318503825,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12151,0.23836155205462672,-0.394602791105452,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12152,0.18278960142940126,-0.40317415072175666,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12153,0.2078871405012066,-0.5198624193328258,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12154,0.2651568789565779,-0.42455779865442234,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12155,0.21739762573506716,-0.4740703823283632,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12156,0.23966969603724442,-0.44392867610391334,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12157,0.22231458221237177,-0.5140548179654284,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12158,0.2684137598957532,-0.44475200864846753,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12159,0.1951322386597507,-0.5300997222768558,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12160,0.16408204710513585,-0.46439059231192253,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12161,0.17318522992626284,-0.454980054584437,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12162,0.23868023519348935,-0.49029497499847163,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12163,0.2070198242633603,-0.4566613977283605,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12164,0.2349414027993051,-0.510635321116293,0.9484395040615647,188,0,188,511,2850,AND
乙,5,H60,12165,0.23838388191589277,-0.5204091447827437,0.9484395040615647,188,0,188,511,2850,AND
