# commit=e17813316 run=2026-09-15 23:07 (Asia/Taipei) prereg=backtest/PREREGP2.md(sha bef83cb7ba0b78e4) seed0=12000 
control,N,rule,seed,cagr,mdd,slot,m,n_cap,n_in,first,end,set
甲,5,H60,12134,0.14715629150072806,-0.529575034586998,0.9181701581872596,182,225,182,511,2850,AND
甲,5,H60,12135,0.17288568681320582,-0.43083942547778825,0.9232150491663104,183,220,183,511,2850,AND
甲,5,H60,12136,0.2823448141091449,-0.6117141477493547,0.923300555793074,183,213,183,511,2850,AND
甲,5,H60,12137,0.21157024941498426,-0.4920724689580888,0.9131252672082086,181,239,181,511,2850,AND
甲,5,H60,12138,0.3387052500933825,-0.493139226968409,0.9131252672082086,181,220,181,511,2850,AND
甲,5,H60,12139,0.24768421893382087,-0.48549978724273496,0.9131252672082086,181,235,181,511,2850,AND
甲,5,H60,12140,0.20372645938241862,-0.5373704963853851,0.9131252672082086,181,250,181,511,2850,AND
甲,5,H60,12141,0.17349085683926546,-0.5947359919879436,0.923300555793074,183,208,183,511,2850,AND
甲,5,H60,12142,0.2405909147985732,-0.5495914657319912,0.9232150491663104,183,205,183,511,2850,AND
甲,5,H60,12143,0.28864138490618907,-0.49313742188897886,0.9181701581872596,182,225,182,511,2850,AND
甲,5,H60,12144,0.2831498633705707,-0.4819891969623778,0.9181701581872596,182,230,182,511,2850,AND
甲,5,H60,12145,0.2929264877501794,-0.48550004693572496,0.9131252672082086,181,238,181,511,2850,AND
甲,5,H60,12146,0.12450469568476086,-0.4863852478193626,0.9181701581872596,182,229,182,511,2850,AND
甲,5,H60,12147,0.15296559435824286,-0.4949416508116563,0.9181701581872596,182,222,182,511,2850,AND
甲,5,H60,12148,0.2347805803448597,-0.5203767424738496,0.9181701581872596,182,200,182,511,2850,AND
甲,5,H60,12149,0.1262581571503032,-0.6727844409080921,0.9181701581872596,182,213,182,511,2850,AND
甲,5,H60,12150,0.2218808683886817,-0.5301844778422785,0.9181701581872596,182,220,182,511,2850,AND
甲,5,H60,12151,0.1817839385630804,-0.46368322782704846,0.9131252672082086,181,239,181,511,2850,AND
甲,5,H60,12152,0.19332570039442976,-0.6827397378616177,0.9181701581872596,182,215,182,511,2850,AND
甲,5,H60,12153,0.1406583845095033,-0.4883451772585226,0.9131252672082086,181,227,181,511,2850,AND
甲,5,H60,12154,0.18139342481019094,-0.5594671477761501,0.9181701581872596,182,225,182,511,2850,AND
甲,5,H60,12155,0.25756955750091826,-0.46850016037062714,0.9181701581872596,182,203,182,511,2850,AND
甲,5,H60,12156,0.26665519112220437,-0.5114130398512001,0.9232150491663104,183,200,183,511,2850,AND
甲,5,H60,12157,0.20116578165713528,-0.46822562495445463,0.9131252672082086,181,237,181,511,2850,AND
甲,5,H60,12158,0.2799460090925572,-0.49722611812235173,0.9181701581872596,182,204,182,511,2850,AND
甲,5,H60,12159,0.33233003925155313,-0.41819852541006297,0.9181701581872596,182,211,182,511,2850,AND
甲,5,H60,12160,0.30672344369641835,-0.5159171777880635,0.9181701581872596,182,241,182,511,2850,AND
甲,5,H60,12161,0.2564058695993656,-0.46236847699500055,0.9232150491663104,183,205,183,511,2850,AND
甲,5,H60,12162,0.19620163758425857,-0.5023861755765329,0.9181701581872596,182,231,182,511,2850,AND
甲,5,H60,12163,0.25193209776053394,-0.43279302554071875,0.9181701581872596,182,214,182,511,2850,AND
甲,5,H60,12164,0.29946520088373485,-0.4745984513462248,0.9181701581872596,182,214,182,511,2850,AND
甲,5,H60,12165,0.2671846181923927,-0.5667256169542779,0.923300555793074,183,184,183,511,2850,AND
甲,5,H60,12166,0.15565559512325255,-0.5638841063744959,0.9181701581872596,182,203,182,511,2850,AND
甲,5,H60,12167,0.10619869893803702,-0.5512047359914314,0.9181701581872596,182,222,182,511,2850,AND
甲,5,H60,12168,0.26401430490780164,-0.49789934721950824,0.9131252672082086,181,230,181,511,2850,AND
甲,5,H60,12169,0.12594343312183476,-0.49119470610827937,0.9181701581872596,182,218,182,511,2850,AND
甲,5,H60,12170,0.27469550029816836,-0.5416139192800934,0.923300555793074,183,196,183,511,2850,AND
甲,5,H60,12171,0.15572463373483791,-0.4629411723424676,0.9181701581872596,182,243,182,511,2850,AND
甲,5,H60,12172,0.31403500827675224,-0.49149865617418736,0.9131252672082086,181,220,181,511,2850,AND
甲,5,H60,12173,0.2141640803625724,-0.6699804874209683,0.9181701581872596,182,207,182,511,2850,AND
甲,5,H60,12174,0.1848786272129861,-0.4623800863408925,0.9181701581872596,182,240,182,511,2850,AND
甲,5,H60,12175,0.34313167911777054,-0.4880333035533037,0.9131252672082086,181,218,181,511,2850,AND
甲,5,H60,12176,0.28251255641632556,-0.49297632869839153,0.9181701581872596,182,234,182,511,2850,AND
甲,5,H60,12177,0.2668025335594375,-0.5078076514532524,0.9181701581872596,182,204,182,511,2850,AND
甲,5,H60,12178,0.1822075986210927,-0.4865454996728439,0.9181701581872596,182,225,182,511,2850,AND
甲,5,H60,12179,0.17550766458374256,-0.41481176008823206,0.9131252672082086,181,240,181,511,2850,AND
甲,5,H60,12180,0.13117877693057478,-0.5772591599022705,0.9181701581872596,182,211,182,511,2850,AND
甲,5,H60,12181,0.2707249418082587,-0.4568962909280585,0.9181701581872596,182,216,182,511,2850,AND
甲,5,H60,12182,0.20282865271803407,-0.6915718114269758,0.9181701581872596,182,221,182,511,2850,AND
甲,5,H60,12183,0.2236711120894077,-0.5086674314272983,0.9181701581872596,182,213,182,511,2850,AND
甲,5,H60,12184,0.24935305195362334,-0.4698046158997186,0.9181701581872596,182,222,182,511,2850,AND
甲,5,H60,12185,0.27660576215262456,-0.5669520528463157,0.9181701581872596,182,207,182,511,2850,AND
甲,5,H60,12186,0.2863823800298768,-0.5719976766522558,0.923300555793074,183,196,183,511,2850,AND
甲,5,H60,12187,0.2942175102612823,-0.48637622149735604,0.9181701581872596,182,223,182,511,2850,AND
甲,5,H60,12188,0.20502364122308148,-0.497034485995966,0.9232150491663104,183,202,183,511,2850,AND
甲,5,H60,12189,0.23028097014701965,-0.5036210545262213,0.9181701581872596,182,209,182,511,2850,AND
甲,5,H60,12190,0.1858338738898171,-0.4623685029771765,0.9181701581872596,182,244,182,511,2850,AND
甲,5,H60,12191,0.14449917941234203,-0.49504118737729963,0.9181701581872596,182,213,182,511,2850,AND
甲,5,H60,12192,0.33063890118751016,-0.4962273855040004,0.9131252672082086,181,230,181,511,2850,AND
甲,5,H60,12193,0.2779375002476281,-0.49943921192182983,0.9232150491663104,183,209,183,511,2850,AND
甲,5,H60,12194,0.3094117593821133,-0.49694868064953707,0.9131252672082086,181,234,181,511,2850,AND
甲,5,H60,12195,0.2680855463237035,-0.540856569075596,0.923300555793074,183,185,183,511,2850,AND
甲,5,H60,12196,0.2025594955603256,-0.6117867116935615,0.9181701581872596,182,210,182,511,2850,AND
甲,5,H60,12197,0.15364778951195657,-0.48886346057167684,0.9131252672082086,181,248,181,511,2850,AND
甲,5,H60,12198,0.12265657565372368,-0.5342349117744255,0.9181701581872596,182,215,182,511,2850,AND
甲,5,H60,12199,0.2009864758953721,-0.5294106606838778,0.9181701581872596,182,216,182,511,2850,AND
甲,5,H120,12000,0.2921159091963863,-0.5364281211976734,0.9468776732249786,93,116,93,511,2849,AND
甲,5,H120,12001,0.4092331024268401,-0.40084301051966953,0.946792130025663,93,104,93,511,2849,AND
甲,5,H120,12002,0.30410529758573657,-0.4299901021086329,0.9468776732249786,93,102,93,511,2849,AND
甲,5,H120,12003,0.3317844498591169,-0.44059719845992534,0.9468776732249786,93,112,93,511,2849,AND
甲,5,H120,12004,0.42730597529752834,-0.4806172514872024,0.9467065868263473,93,101,93,511,2849,AND
甲,5,H120,12005,0.3216849381862761,-0.43654463381692593,0.9468776732249786,93,113,93,511,2849,AND
甲,5,H120,12006,0.3264993115299808,-0.43746013009609225,0.9366980325064157,92,132,92,511,2849,AND
甲,5,H120,12007,0.40293186774064527,-0.5203059460288726,0.9467065868263473,93,91,93,511,2849,AND
甲,5,H120,12008,0.33569040089157975,-0.43368261263710917,0.9468776732249786,93,122,93,511,2849,AND
甲,5,H120,12009,0.3403353780740759,-0.412658044919038,0.9467065868263473,93,99,93,511,2849,AND
甲,5,H120,12010,0.3545904924829344,-0.440678318813284,0.9468776732249786,93,118,93,511,2849,AND
甲,5,H120,12011,0.3942158510005125,-0.43107389046916716,0.9467065868263473,93,103,93,511,2849,AND
甲,5,H120,12012,0.43531786945613904,-0.4544996920396242,0.9467065868263473,93,101,93,511,2849,AND
甲,5,H120,12013,0.3697367689933022,-0.3842525781377327,0.9469632164242943,93,114,93,511,2849,AND
甲,5,H120,12014,0.4530989871864304,-0.4442343277839732,0.9467065868263473,93,97,93,511,2849,AND
甲,5,H120,12015,0.3455021034415584,-0.48317315571843183,0.9468776732249786,93,115,93,511,2849,AND
甲,5,H120,12016,0.37977049455724754,-0.4190760447073971,0.9467065868263473,93,94,93,511,2849,AND
甲,5,H120,12017,0.3532929690350457,-0.4194527323365933,0.9366980325064157,92,127,92,511,2849,AND
甲,5,H120,12018,0.4071511306923281,-0.43035453757420966,0.946792130025663,93,101,93,511,2849,AND
甲,5,H120,12019,0.34362146322443743,-0.3878250302225514,0.9468776732249786,93,110,93,511,2849,AND
甲,5,H120,12020,0.39373834024667276,-0.4274751340211336,0.9467065868263473,93,100,93,511,2849,AND
甲,5,H120,12021,0.36448585621384266,-0.5225221955093714,0.9467065868263473,93,99,93,511,2849,AND
甲,5,H120,12022,0.3590352571807507,-0.38314767023649665,0.9469632164242943,93,119,93,511,2849,AND
甲,5,H120,12023,0.3867397635851164,-0.4638395389708615,0.9467065868263473,93,94,93,511,2849,AND
甲,5,H120,12024,0.3007140019952341,-0.5287628940053519,0.9366980325064157,92,134,92,511,2849,AND
甲,5,H120,12025,0.3351516347645851,-0.44027732747513104,0.9468776732249786,93,118,93,511,2849,AND
甲,5,H120,12026,0.4020938366526243,-0.4917335455965867,0.9467065868263473,93,99,93,511,2849,AND
甲,5,H120,12027,0.39417741955147045,-0.4569582624118834,0.9467065868263473,93,101,93,511,2849,AND
甲,5,H120,12028,0.35088917285721033,-0.44151217244003926,0.9468776732249786,93,121,93,511,2849,AND
甲,5,H120,12029,0.33780940506744495,-0.482385032142146,0.9366980325064157,92,131,92,511,2849,AND
甲,5,H120,12030,0.46699054519532224,-0.39136816527558466,0.946792130025663,93,107,93,511,2849,AND
甲,5,H120,12031,0.3490127285511022,-0.4275614657263323,0.9468776732249786,93,119,93,511,2849,AND
甲,5,H120,12032,0.29528291374221194,-0.5188263044784852,0.9468776732249786,93,118,93,511,2849,AND
甲,5,H120,12033,0.36724269658033193,-0.48927866754494215,0.946792130025663,93,91,93,511,2849,AND
甲,5,H120,12034,0.3437128321007581,-0.4356676538262411,0.9468776732249786,93,121,93,511,2849,AND
甲,5,H120,12035,0.36222262284696005,-0.4428078876755052,0.9468776732249786,93,118,93,511,2849,AND
甲,5,H120,12036,0.2783363044197984,-0.5400015263045335,0.9366980325064157,92,129,92,511,2849,AND
甲,5,H120,12037,0.349351608506423,-0.369517362039507,0.9468776732249786,93,112,93,511,2849,AND
甲,5,H120,12038,0.387014664210247,-0.46152901929732104,0.9468776732249786,93,93,93,511,2849,AND
甲,5,H120,12039,0.4997450337786671,-0.36200191613145777,0.9467065868263473,93,95,93,511,2849,AND
甲,5,H120,12040,0.3263158147938381,-0.463838557279541,0.9468776732249786,93,117,93,511,2849,AND
甲,5,H120,12041,0.3550474759831832,-0.4436282422970689,0.9468776732249786,93,99,93,511,2849,AND
甲,5,H120,12042,0.4372773084896908,-0.40305032246940614,0.9467065868263473,93,96,93,511,2849,AND
甲,5,H120,12043,0.3724294353102744,-0.4999699207543509,0.9467065868263473,93,93,93,511,2849,AND
甲,5,H120,12044,0.40135564287199843,-0.37658122682673434,0.9469632164242943,93,117,93,511,2849,AND
甲,5,H120,12045,0.3245680355875813,-0.44163150468427786,0.9367835757057313,92,128,92,511,2849,AND
甲,5,H120,12046,0.38614058424031317,-0.37026123362415964,0.9468776732249786,93,116,93,511,2849,AND
甲,5,H120,12047,0.329658375037706,-0.5235099481868104,0.946792130025663,93,94,93,511,2849,AND
甲,5,H120,12048,0.39707416215282576,-0.4610334974488172,0.9467065868263473,93,95,93,511,2849,AND
甲,5,H120,12049,0.3323469098019354,-0.48315898467396545,0.946792130025663,93,97,93,511,2849,AND
甲,5,H120,12050,0.3442480610418499,-0.47435124837096454,0.9468776732249786,93,122,93,511,2849,AND
甲,5,H120,12051,0.30629892461869823,-0.4831008570248201,0.946792130025663,93,98,93,511,2849,AND
甲,5,H120,12052,0.3450424797464633,-0.35937078780576226,0.9469632164242943,93,118,93,511,2849,AND
甲,5,H120,12053,0.42835853828752124,-0.3783313827932024,0.9467065868263473,93,96,93,511,2849,AND
甲,5,H120,12054,0.347298437473307,-0.41656164827027115,0.9468776732249786,93,115,93,511,2849,AND
甲,5,H120,12055,0.44860378886052477,-0.34841691584159673,0.9467065868263473,93,95,93,511,2849,AND
甲,5,H120,12056,0.37373619768012367,-0.34563118455222486,0.9468776732249786,93,115,93,511,2849,AND
甲,5,H120,12057,0.34755629857955594,-0.4329439507083121,0.9468776732249786,93,116,93,511,2849,AND
甲,5,H120,12058,0.305798686886662,-0.4706078844109708,0.9366980325064157,92,129,92,511,2849,AND
甲,5,H120,12059,0.4118720702026708,-0.43932198365931385,0.9467065868263473,93,104,93,511,2849,AND
