# 閘門逐輪計數（〈八十二〉③）：每跑一輪追加一列；⛔ 不可整份覆蓋（首列表頭由 23:2x 手補：全跑那一版的表頭 bug 已修）
stamp,commit,n_signals,gate_window,gate_dropped
2026-09-15 23:07,e17813316,2199,60,0
