market,出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,Date,Year,Season,SecuritiesCompanyCode,CompanyName
tpex,,,,,,1562371.00,1156244.00,,,406127.00,,,406127.00,240819.00,,165308.00,10253.00,175561.00,30303.00,145258.00,,,145258.00,,,145258.00,145258.00,,,145258.00,,,3.13,1150905,115,2,8284,三竹
tpex,,,,,,954096.00,725652.00,,,228444.00,,,228444.00,177517.00,,50927.00,5531.00,56458.00,13123.00,43335.00,,,43335.00,46597.00,,89932.00,43335.00,,0.00,89932.00,,0.00,0.63,1150905,115,2,8289,泰藝
tpex,,,,,,2550.00,7310.00,,,-4760.00,,,-4760.00,7576.00,,-12336.00,-3479.00,-15815.00,27.00,-15842.00,,,-15842.00,,,-15842.00,,,,,,,-0.91,1150905,115,2,8291,尚茂
tpex,,,,,,108855209.00,39165654.00,,,69689555.00,237302.00,,69452253.00,28241279.00,,41210974.00,7761735.00,48972709.00,7578661.00,41394048.00,,,41394048.00,301167.00,,41695215.00,41391228.00,,2820.00,41692692.00,,2523.00,187.43,1150905,115,2,8299,群聯
tpex,,,,,,818969.00,593049.00,,,225920.00,,,225920.00,106120.00,,119800.00,34233.00,154033.00,20704.00,133329.00,,,133329.00,-5034.00,,128295.00,132000.00,,1329.00,126966.00,,1329.00,3.94,1150905,115,2,8342,益張
tpex,,,,,,5885045.00,4630228.00,,,1254817.00,,,1254817.00,895585.00,-1051.00,358181.00,-39183.00,318998.00,103665.00,215333.00,,,215333.00,249233.00,,464566.00,255159.00,,-39826.00,498080.00,,-33514.00,1.12,1150905,115,2,8349,恒耀國際
tpex,,,,,,341537.00,274885.00,,,66652.00,,,66652.00,59202.00,,7450.00,127750.00,135200.00,25926.00,109274.00,,,109274.00,7268.00,,116542.00,109274.00,,,116542.00,,,1.39,1150905,115,2,8354,冠好
tpex,,,,,,5336763.00,3841632.00,,,1495131.00,,,1495131.00,161362.00,,1333769.00,3621.00,1337390.00,272734.00,1064656.00,,,1064656.00,1229976.00,,2294632.00,1064656.00,,,2294632.00,,,4.22,1150905,115,2,8358,金居
tpex,,,,,,2414227.00,1834190.00,,,580037.00,,,580037.00,218722.00,,361315.00,96889.00,458204.00,92995.00,365209.00,,,365209.00,3162.00,,368371.00,299626.00,,65583.00,302788.00,,65583.00,2.66,1150905,115,2,8383,千附
tpex,,,,,,3349690.00,2443161.00,,,906529.00,,,906529.00,163576.00,,742953.00,-130977.00,611976.00,118440.00,493536.00,,,493536.00,-13088.00,,480448.00,495740.00,,-2204.00,487143.00,,-6695.00,5.16,1150905,115,2,8390,金益鼎
tpex,,,,,,769948.00,532164.00,,,237784.00,,,237784.00,140409.00,,97375.00,-1424.00,95951.00,19331.00,76620.00,,,76620.00,,,76620.00,,,,,,,1.08,1150905,115,2,8401,白紗科
tpex,,,,,,2262719.00,1904865.00,,,357854.00,,,357854.00,302242.00,34352.00,89964.00,4084.00,94048.00,19961.00,74087.00,,,74087.00,-121692.00,,-47605.00,79385.00,,-5298.00,-39812.00,,-7793.00,0.58,1150905,115,2,8403,盛弘
tpex,,,,,,87356.00,19729.00,,,67627.00,14.00,,67613.00,92005.00,,-24392.00,2366.00,-22026.00,-1945.00,-20081.00,,,-20081.00,1318.00,,-18763.00,-20081.00,,,-18763.00,,,-0.63,1150905,115,2,8409,商之器
tpex,,,,,,432905.00,294510.00,,,138395.00,,,138395.00,120636.00,,17759.00,29134.00,46893.00,9379.00,37514.00,,,37514.00,0.00,,37514.00,,,,,,,1.03,1150905,115,2,8410,森田
tpex,,,,,,14073408.00,8511022.00,,,5562386.00,,,5562386.00,2486980.00,529.00,3075935.00,-28743.00,3047192.00,842065.00,2205127.00,,,2205127.00,1328222.00,,3533349.00,2218805.00,,-13678.00,3548855.00,,-15506.00,2.17,1150905,115,2,8415,大國鋼
tpex,,,,,,844252.00,386335.00,,,457917.00,,,457917.00,226582.00,,231335.00,8365.00,239700.00,53982.00,185718.00,,,185718.00,5951.00,,191669.00,185718.00,,,191669.00,,,6.58,1150905,115,2,8416,實威
tpex,,,,,,672638.00,531627.00,,,141011.00,1784.00,-21.00,139206.00,108635.00,1816.00,32387.00,-15625.00,16762.00,491.00,16271.00,,,16271.00,-7626.00,,8645.00,14589.00,,1682.00,3907.00,,4738.00,0.27,1150905,115,2,8421,旭源
tpex,,,,,,212822.00,149896.00,,,62926.00,,,62926.00,30360.00,,32566.00,-34.00,32532.00,7164.00,25368.00,,,25368.00,1686.00,,27054.00,25368.00,,,27054.00,,,0.61,1150905,115,2,8423,保綠-KY
tpex,,,,,,547421.00,369535.00,,,177886.00,,,177886.00,57585.00,,120301.00,7432.00,127733.00,10795.00,116938.00,,,116938.00,,,116938.00,116938.00,,,116938.00,,,3.24,1150905,115,2,8424,惠普
tpex,,,,,,1089420.00,873103.00,,,216317.00,,,216317.00,258754.00,,-42437.00,-7444.00,-49881.00,5314.00,-55195.00,,,-55195.00,-16735.00,,-71930.00,-55195.00,,,-71930.00,,,-1.10,1150905,115,2,8426,紅木-KY
tpex,,,,,,454349.00,412211.00,,,42138.00,,,42138.00,146836.00,,-104698.00,-18542.00,-123240.00,-6077.00,-117163.00,,,-117163.00,9104.00,,-108059.00,-112584.00,,-4579.00,-98741.00,,-9318.00,-2.31,1150905,115,2,8431,匯鑽科
tpex,,,,,,616505.00,276491.00,,,340014.00,,,340014.00,213699.00,,126315.00,5414.00,131729.00,33416.00,98313.00,,,98313.00,-12036.00,,86277.00,84563.00,,13750.00,72527.00,,13750.00,2.20,1150905,115,2,8432,東生華
tpex,,,,,,1754713.00,1347289.00,,,407424.00,,,407424.00,265574.00,,141850.00,43424.00,185274.00,32981.00,152293.00,,,152293.00,55906.00,,208199.00,152293.00,,,208199.00,,,2.79,1150905,115,2,8433,弘帆
tpex,,,,,,325741.00,166924.00,,,158817.00,,,158817.00,101839.00,,56978.00,54148.00,111126.00,14272.00,96854.00,,,96854.00,9560.00,,106414.00,98842.00,,-1988.00,108402.00,,-1988.00,2.88,1150905,115,2,8435,鉅邁
tpex,,,,,,3354161.00,1796494.00,,,1557667.00,,,1557667.00,950772.00,,606895.00,5439.00,612334.00,74301.00,538033.00,,,538033.00,161982.00,,700015.00,455248.00,,82785.00,622617.00,,77398.00,4.13,1150905,115,2,8436,大江
tpex,,,,,,97731.00,61195.00,,,36536.00,,,36536.00,95091.00,,-58555.00,2519.00,-56036.00,-19054.00,-36982.00,,,-36982.00,100955.00,,63973.00,-36982.00,,,63973.00,,,-0.79,1150905,115,2,8437,大地-KY
tpex,,,,,,445955.00,360143.00,,,85812.00,,,85812.00,38724.00,,47088.00,-2943.00,44145.00,10506.00,33639.00,,,33639.00,,,33639.00,33639.00,,,33639.00,,,0.67,1150905,115,2,8440,綠電
tpex,,,,,,809356.00,1121452.00,,,-312096.00,,,-312096.00,137870.00,,-449966.00,-214956.00,-664922.00,-38232.00,-626690.00,,,-626690.00,380249.00,,-246441.00,-625239.00,,-1451.00,-310485.00,,64044.00,-5.64,1150905,115,2,8444,綠河-KY
tpex,,,,,,616921.00,244376.00,,,372545.00,,,372545.00,129987.00,,242558.00,12883.00,255441.00,52527.00,202914.00,,,202914.00,178.00,,203092.00,203880.00,,-966.00,204044.00,,-952.00,3.85,1150905,115,2,8446,華研
tpex,,,,,,181502.00,112546.00,,,68956.00,,,68956.00,92857.00,,-23901.00,14696.00,-9205.00,0.00,-9205.00,,,-9205.00,2591.00,,-6614.00,-9031.00,,-174.00,-6442.00,,-172.00,-0.18,1150905,115,2,8450,霹靂
tpex,,,,,,632174.00,548184.00,,,83990.00,,,83990.00,66398.00,,17592.00,-2276.00,15316.00,8684.00,6632.00,,,6632.00,16152.00,,22784.00,11699.00,,-5067.00,27851.00,,-5067.00,0.46,1150905,115,2,8455,大拓-KY
tpex,,,,,,248738.00,162671.00,,,86067.00,,,86067.00,97128.00,,-11061.00,7526.00,-3535.00,8139.00,-11674.00,,,-11674.00,24.00,,-11650.00,-11674.00,,,-11650.00,,,-0.66,1150905,115,2,8472,納維康
tpex,,,,,,221397.00,189627.00,,,31770.00,,,31770.00,42683.00,,-10913.00,37554.00,26641.00,2434.00,24207.00,,,24207.00,92034.00,,116241.00,21423.00,,2784.00,113457.00,,2784.00,0.32,1150905,115,2,8477,創業家
tpex,,,,,,968944.00,433998.00,,,534946.00,,,534946.00,428196.00,,106750.00,-4084.00,102666.00,14985.00,87681.00,,,87681.00,18.00,,87699.00,52880.00,,34801.00,52898.00,,34801.00,0.89,1150905,115,2,8489,三貝德
tpex,,,,,,1107212.00,963586.00,,,143626.00,,,143626.00,70469.00,,73157.00,8864.00,82021.00,14384.00,67637.00,,,67637.00,15297.00,,82934.00,67627.00,,10.00,82899.00,,35.00,0.59,1150905,115,2,8905,裕國
tpex,,,,,,100728.00,92231.00,,,8497.00,,,8497.00,23284.00,,-14787.00,-4938.00,-19725.00,0.00,-19725.00,,,-19725.00,14941.00,,-4784.00,-19725.00,,,-4784.00,,,-0.47,1150905,115,2,8906,花王
tpex,,,,,,5261793.00,4714500.00,,,547293.00,,,547293.00,127193.00,,420100.00,-13462.00,406638.00,83420.00,323218.00,,,323218.00,-76294.00,,246924.00,323085.00,,133.00,246791.00,,133.00,1.03,1150905,115,2,8908,欣雄
tpex,,,,,,3721568.00,3223961.00,,,497607.00,,,497607.00,370482.00,,127125.00,151956.00,279081.00,71422.00,207659.00,,,207659.00,-17157.00,,190502.00,207732.00,,-73.00,191011.00,,-509.00,1.39,1150905,115,2,8916,光隆
tpex,,,,,,1544756.00,1249926.00,,,294830.00,,,294830.00,61044.00,,233786.00,50838.00,284624.00,50446.00,234178.00,,,234178.00,7161.00,,241339.00,,,,,,,1.44,1150905,115,2,8917,欣泰
tpex,,,,,,306931.00,283578.00,,,23353.00,,,23353.00,62981.00,,-39628.00,-4695.00,-44323.00,318.00,-44641.00,,,-44641.00,151663.00,,107022.00,-29838.00,,-14803.00,119947.00,,-12925.00,-0.64,1150905,115,2,8921,沈氏
tpex,,,,,,235804.00,140681.00,,,95123.00,,,95123.00,91530.00,,3593.00,10109.00,13702.00,2197.00,11505.00,,,11505.00,289.00,,11794.00,11505.00,,,11794.00,,,0.38,1150905,115,2,8923,時報
tpex,,,,,,2016062.00,1842667.00,,,173395.00,,,173395.00,182460.00,,-9065.00,-15263.00,-24328.00,24080.00,-48408.00,,,-48408.00,140029.00,,91621.00,-48408.00,,,91621.00,,,-0.58,1150905,115,2,8924,大田
tpex,,,,,,7636750.00,6420351.00,,,1216399.00,,,1216399.00,702697.00,,513702.00,-11113.00,502589.00,123420.00,379169.00,,,379169.00,-13172.00,,365997.00,263130.00,,116039.00,251016.00,,114981.00,0.62,1150905,115,2,8927,北基
tpex,,,,,,1370489.00,1196208.00,,,174281.00,,,174281.00,160171.00,,14110.00,37690.00,51800.00,9924.00,41876.00,,,41876.00,607.00,,42483.00,41876.00,,,42483.00,,,0.82,1150905,115,2,8928,鉅明
tpex,,,,,,349244.00,265995.00,,,83249.00,,,83249.00,121498.00,,-38249.00,45068.00,6819.00,-2008.00,8827.00,,,8827.00,6323.00,,15150.00,7993.00,,834.00,13759.00,,1391.00,0.16,1150905,115,2,8929,富堡
tpex,,,,,,708946.00,522282.00,,,186664.00,,,186664.00,81579.00,,105085.00,13663.00,118748.00,23178.00,95570.00,,,95570.00,,,95570.00,,,,,,,1.19,1150905,115,2,8930,青鋼
tpex,,,,,,1304430.00,1113165.00,,,191265.00,,,191265.00,75852.00,,115413.00,-11890.00,103523.00,13814.00,89709.00,,,89709.00,55859.00,,145568.00,,,,,,,0.73,1150905,115,2,8931,大汽電
tpex,,,,,,1291075.00,504076.00,,,786999.00,,,786999.00,212085.00,,574914.00,11444.00,586358.00,157767.00,428591.00,,,428591.00,5237.00,,433828.00,399852.00,,28739.00,402958.00,,30870.00,1.13,1150905,115,2,8932,智通*
tpex,,,,,,1171195.00,1147436.00,,,23759.00,,,23759.00,203519.00,,-179760.00,8899.00,-170861.00,9700.00,-180561.00,,,-180561.00,23145.00,,-157416.00,-180561.00,,,-157416.00,,,-0.55,1150905,115,2,8933,愛地雅
tpex,,,,,,247785.00,207999.00,,,39786.00,,,39786.00,57050.00,,-17264.00,-186.00,-17450.00,2821.00,-20271.00,,,-20271.00,21037.00,,766.00,-20271.00,,,766.00,,,-0.18,1150905,115,2,8935,邦泰
tpex,,,,,,3318000.00,2571059.00,,,746941.00,,,746941.00,112964.00,,633977.00,-786.00,633191.00,136132.00,497059.00,,,497059.00,-132065.00,,364994.00,462871.00,,34188.00,336154.00,,28840.00,1.87,1150905,115,2,8936,國統
tpex,,,,,,403523.00,310883.00,,,92640.00,,,92640.00,175355.00,,-82715.00,-10621.00,-93336.00,-13298.00,-80038.00,,,-80038.00,1348.00,,-78690.00,-88765.00,,8727.00,-87417.00,,8727.00,-0.21,1150905,115,2,8937,合騏*
tpex,,,,,,7287585.00,6344719.00,,,942866.00,,,942866.00,792439.00,67848.00,218275.00,29179.00,247454.00,40274.00,207180.00,,,207180.00,84245.00,,291425.00,207180.00,,,291425.00,,,1.34,1150905,115,2,8938,明安
tpex,,,,,,1565290.00,1140756.00,,,424534.00,,,424534.00,432070.00,,-7536.00,100285.00,92749.00,16535.00,76214.00,,,76214.00,134894.00,,211108.00,82456.00,,-6242.00,216243.00,,-5135.00,2.36,1150905,115,2,8941,關中
tpex,,,,,,1368758.00,1260141.00,,,108617.00,0.00,0.00,108617.00,333810.00,,-225193.00,981083.00,755890.00,50315.00,705575.00,,,705575.00,920.00,,706495.00,807329.00,,-101754.00,826929.00,,-120434.00,4.06,1150905,115,2,8942,森鉅
tpex,,,,,,70908.00,25289.00,,,45619.00,,,45619.00,60774.00,,-15155.00,9776.00,-5379.00,407.00,-5786.00,,,-5786.00,3869.00,,-1917.00,-5786.00,,,-1917.00,,,-0.13,1150905,115,2,9949,琉園
tpex,,,,,,1041386.00,829761.00,,,211625.00,,,211625.00,255875.00,,-44250.00,-9843.00,-54093.00,-496.00,-53597.00,,,-53597.00,3293.00,,-50304.00,-53597.00,,0.00,-50304.00,,0.00,-0.32,1150905,115,2,9950,萬國通
tpex,,,,,,3250670.00,2495585.00,,,755085.00,,,755085.00,543553.00,,211532.00,26518.00,238050.00,53762.00,184288.00,,,184288.00,87601.00,,271889.00,184288.00,,,271889.00,,,2.54,1150905,115,2,9951,皇田
tpex,,,,,,354900.00,226482.00,,,128418.00,,,128418.00,88756.00,,39662.00,4388.00,44050.00,11184.00,32866.00,,,32866.00,71787.00,,104653.00,32866.00,,,104653.00,,,0.98,1150905,115,2,9960,邁達康
tpex,,,,,,903745.00,836341.00,,,67404.00,,,67404.00,43205.00,,24199.00,1857.00,26056.00,5228.00,20828.00,,,20828.00,3100.00,,23928.00,20828.00,,0.00,23928.00,,0.00,0.23,1150905,115,2,9962,有益
twse,1150906,115,2,1101,台泥,71289957.00,58298233.00,,,12991724.00,,,12991724.00,7821547.00,,5170177.00,1464159.00,6634336.00,2064537.00,4569799.00,,,4569799.00,11092920.00,,15662719.00,3279780.00,,1290019.00,12009761.00,,3652958.00,0.38,,,,,
twse,1150906,115,2,1102,亞泥,32660010.00,28230836.00,,,4429174.00,,,4429174.00,1533693.00,,2895481.00,4768972.00,7664453.00,633989.00,7030464.00,,,7030464.00,6205057.00,,13235521.00,7113707.00,,-83243.00,12308387.00,,927134.00,2.13,,,,,
twse,1150906,115,2,1103,嘉泥,1355713.00,1074442.00,,,281271.00,,,281271.00,263292.00,,17979.00,187614.00,205593.00,24596.00,180997.00,,,180997.00,319772.00,,500769.00,177414.00,,3583.00,481903.00,,18866.00,0.27,,,,,
twse,1150906,115,2,1104,環泥,3559282.00,2592850.00,,,966432.00,,,966432.00,419597.00,,546835.00,344039.00,890874.00,105929.00,784945.00,,,784945.00,948027.00,,1732972.00,772816.00,,12129.00,1720470.00,,12502.00,1.13,,,,,
twse,1150906,115,2,1108,幸福,1903969.00,1654402.00,,,249567.00,,,249567.00,116418.00,-27.00,133122.00,-2910.00,130212.00,42405.00,87807.00,,,87807.00,29092.00,,116899.00,87807.00,,,116899.00,,,0.22,,,,,
twse,1150906,115,2,1109,信大,1857847.00,1688329.00,,,169518.00,,,169518.00,138627.00,,30891.00,19417.00,50308.00,22897.00,27411.00,,,27411.00,203588.00,,230999.00,50378.00,,-22967.00,186081.00,,44918.00,0.15,,,,,
twse,1150906,115,2,1110,東泥,1267331.00,1065054.00,,,202277.00,,,202277.00,90026.00,,112251.00,107045.00,219296.00,19130.00,200166.00,,,200166.00,14888.00,,215054.00,193373.00,,6793.00,208308.00,,6746.00,0.34,,,,,
twse,1150906,115,2,1201,味全,10445618.00,7664790.00,,,2780828.00,,,2780828.00,2826165.00,,-45337.00,244027.00,198690.00,-45373.00,244063.00,,,244063.00,157667.00,,401730.00,243515.00,,548.00,401182.00,,548.00,0.48,,,,,
twse,1150906,115,2,1203,味王,2634732.00,1731580.00,,,903152.00,,,903152.00,505203.00,,397949.00,59229.00,457178.00,128097.00,329081.00,0.00,,329081.00,89595.00,,418676.00,221005.00,,108076.00,350971.00,,67705.00,0.93,,,,,
twse,1150906,115,2,1210,大成,53866680.00,46483753.00,,,7382927.00,,,7382927.00,5288445.00,,2094482.00,11061.00,2105543.00,538731.00,1566812.00,,,1566812.00,650804.00,,2217616.00,1235222.00,,331590.00,1587093.00,,630523.00,1.48,,,,,
twse,1150906,115,2,1213,大飲,150587.00,153262.00,,,-2675.00,,,-2675.00,20313.00,,-22988.00,-7639.00,-30627.00,943.00,-31570.00,,,-31570.00,993.00,,-30577.00,-31570.00,,,-30577.00,,,-0.56,,,,,
twse,1150906,115,2,1215,卜蜂,14401643.00,11770773.00,,,2630870.00,,,2630870.00,1265574.00,-31542.00,1333754.00,-110523.00,1223231.00,258160.00,965071.00,,,965071.00,-397429.00,,567642.00,954246.00,,10825.00,556817.00,,10825.00,3.24,,,,,
twse,1150906,115,2,1216,統一,349938252.00,231366231.00,,,118572021.00,,,118572021.00,98062130.00,,20509891.00,7295825.00,27805716.00,6783633.00,21022083.00,,,21022083.00,4213033.00,,25235116.00,14550259.00,,6471824.00,17577338.00,,7657778.00,2.56,,,,,
twse,1150906,115,2,1217,愛之味,2353539.00,1734362.00,,,619177.00,,,619177.00,599465.00,,19712.00,98284.00,117996.00,12204.00,105792.00,,,105792.00,-99005.00,,6787.00,91765.00,,14027.00,-2016.00,,8803.00,0.19,,,,,
twse,1150906,115,2,1218,泰山,5034600.00,4241157.00,,,793443.00,314.00,304.00,793433.00,573953.00,-269600.00,-50120.00,-681825.00,-731945.00,54733.00,-786678.00,,,-786678.00,-17033.00,,-803711.00,-786933.00,,255.00,-800283.00,,-3428.00,-1.62,,,,,
twse,1150906,115,2,1219,福壽,6969192.00,6598824.00,,1454.00,371822.00,-609.00,361.00,372792.00,573632.00,,-200840.00,-206695.00,-407535.00,-30443.00,-377092.00,,,-377092.00,5949.00,,-371143.00,-308109.00,,-68983.00,-303151.00,,-67992.00,-0.90,,,,,
twse,1150906,115,2,1220,台榮,1506585.00,1374930.00,,,131655.00,,,131655.00,157106.00,,-25451.00,5779.00,-19672.00,-3002.00,-16670.00,,,-16670.00,-608.00,,-17278.00,-21371.00,,4701.00,-21588.00,,4310.00,-0.12,,,,,
twse,1150906,115,2,1225,福懋油,6228202.00,5839418.00,30108.00,,418892.00,161.00,,418731.00,317370.00,,101361.00,-204738.00,-103377.00,20136.00,-123513.00,,,-123513.00,5492.00,,-118021.00,-157580.00,,34067.00,-152088.00,,34067.00,-0.65,,,,,
twse,1150906,115,2,1227,佳格,13933697.00,10681057.00,,,3252640.00,,,3252640.00,2675057.00,,577583.00,304796.00,882379.00,144451.00,737928.00,,,737928.00,238082.00,,976010.00,730773.00,,7155.00,967185.00,,8825.00,0.80,,,,,
twse,1150906,115,2,1229,聯華,5033955.00,3960804.00,,,1073151.00,,,1073151.00,682244.00,,390907.00,2109865.00,2500772.00,250126.00,2250646.00,,,2250646.00,12400040.00,,14650686.00,2166988.00,,83658.00,9058284.00,,5592402.00,1.19,,,,,
twse,1150906,115,2,1231,聯華食,6325950.00,5054327.00,,,1271623.00,,,1271623.00,797446.00,,474177.00,304215.00,778392.00,90662.00,687730.00,,,687730.00,10503.00,,698233.00,688496.00,,-766.00,698241.00,,-8.00,2.31,,,,,
twse,1150906,115,2,1232,大統益,11481997.00,9892302.00,,,1589695.00,,,1589695.00,629668.00,,960027.00,26046.00,986073.00,195723.00,790350.00,,,790350.00,9509.00,,799859.00,753144.00,,37206.00,762653.00,,37206.00,4.71,,,,,
twse,1150906,115,2,1233,天仁,1116827.00,440721.00,,,676106.00,,,676106.00,621898.00,,54208.00,9719.00,63927.00,10920.00,53007.00,,,53007.00,15172.00,,68179.00,53007.00,,0.00,68147.00,,32.00,0.59,,,,,
twse,1150906,115,2,1234,黑松,4436617.00,3225524.00,,,1211093.00,,,1211093.00,1101051.00,,110042.00,211686.00,321728.00,80895.00,240833.00,,,240833.00,9560.00,,250393.00,240833.00,,,250393.00,,,0.60,,,,,
twse,1150906,115,2,1235,興泰,93120.00,65952.00,,,27168.00,,,27168.00,29570.00,,-2402.00,40044.00,37642.00,1411.00,36231.00,,,36231.00,-190846.00,,-154615.00,31225.00,,5006.00,-145838.00,,-8777.00,0.29,,,,,
twse,1150906,115,2,1236,宏亞,885268.00,673459.00,,,211809.00,,,211809.00,244063.00,,-32254.00,8207.00,-24047.00,-10298.00,-13749.00,,,-13749.00,246116.00,,232367.00,-13749.00,,,232367.00,,,-0.16,,,,,
twse,1150906,115,2,1256,鮮活果汁-KY,2647734.00,1797160.00,,,850574.00,,,850574.00,409649.00,,440925.00,12741.00,453666.00,132153.00,321513.00,,,321513.00,163072.00,,484585.00,321060.00,,453.00,483820.00,,765.00,8.98,,,,,
twse,1150906,115,2,1301,台塑,89239090.00,81703844.00,,,7535246.00,,,7535246.00,5957378.00,,1577868.00,12657953.00,14235821.00,315189.00,13920632.00,,,13920632.00,200312727.00,,214233359.00,13920632.00,,,214233359.00,,,2.19,,,,,
twse,1150906,115,2,1303,南亞,152243276.00,128229443.00,,,24013833.00,18958.00,,23994875.00,8895761.00,,15099114.00,31744935.00,46844049.00,4619050.00,42224999.00,,,42224999.00,47928631.00,,90153630.00,41007916.00,,1217083.00,88647805.00,,1505825.00,5.17,,,,,
twse,1150906,115,2,1304,台聚,21760221.00,19938079.00,,,1822142.00,,,1822142.00,2054787.00,,-232645.00,-1376575.00,-1609220.00,-78042.00,-1531178.00,,,-1531178.00,1335546.00,,-195632.00,-618763.00,,-912415.00,271189.00,,-466821.00,-0.58,,,,,
twse,1150906,115,2,1305,華夏,5403542.00,4940155.00,,,463387.00,,,463387.00,458497.00,,4890.00,-11180.00,-6290.00,-4109.00,-2181.00,,,-2181.00,18590.00,,16409.00,12365.00,,-14546.00,30943.00,,-14534.00,0.02,,,,,
twse,1150906,115,2,1307,三芳,5663392.00,3880290.00,,,1783102.00,,,1783102.00,1084974.00,,698128.00,96902.00,795030.00,213817.00,581213.00,,,581213.00,178279.00,,759492.00,581213.00,,,759492.00,,,1.46,,,,,
twse,1150906,115,2,1308,亞聚,2852287.00,2554418.00,,,297869.00,,,297869.00,116457.00,,181412.00,-250030.00,-68618.00,21907.00,-90525.00,,,-90525.00,740141.00,,649616.00,-90525.00,,,649616.00,,,-0.15,,,,,
twse,1150906,115,2,1309,台達化,6173020.00,6017336.00,,,155684.00,,,155684.00,590026.00,,-434342.00,-160731.00,-595073.00,-125509.00,-469564.00,,,-469564.00,153230.00,,-316334.00,-469564.00,,,-316334.00,,,-1.18,,,,,
twse,1150906,115,2,1310,台苯,4162400.00,4083389.00,,,79011.00,,,79011.00,86214.00,,-7203.00,-544731.00,-551934.00,47712.00,-599646.00,,,-599646.00,-533845.00,,-1133491.00,-598688.00,,-958.00,-1132535.00,,-956.00,-1.13,,,,,
twse,1150906,115,2,1312,國喬,12914268.00,12936263.00,,,-21995.00,,,-21995.00,1418513.00,,-1440508.00,-489288.00,-1929796.00,-48947.00,-1880849.00,,,-1880849.00,2929577.00,,1048728.00,-1857485.00,,-23364.00,395114.00,,653614.00,-1.68,,,,,
twse,1150906,115,2,1313,聯成,31067465.00,29043083.00,,,2024382.00,,,2024382.00,1396187.00,,628195.00,-68698.00,559497.00,144591.00,414906.00,,,414906.00,394156.00,,809062.00,414906.00,,,809062.00,,,0.31,,,,,
twse,1150906,115,2,1314,中石化,7979691.00,8069332.00,,,-89641.00,,,-89641.00,669108.00,,-758749.00,-1226890.00,-1985639.00,25.00,-1985664.00,-8426.00,,-1994090.00,1085717.00,,-908373.00,-1986324.00,,-7766.00,-900653.00,,-7720.00,-0.52,,,,,
twse,1150906,115,2,1315,達新,966968.00,840855.00,,,126113.00,,,126113.00,177755.00,,-51642.00,119429.00,67787.00,22725.00,45062.00,,,45062.00,3571172.00,,3616234.00,43349.00,,1713.00,3613193.00,,3041.00,0.45,,,,,
twse,1150906,115,2,1316,上曜,3985276.00,2652774.00,,,1332502.00,,,1332502.00,1159270.00,,173232.00,155389.00,328621.00,178803.00,149818.00,,,149818.00,21797.00,,171615.00,-125798.00,,275616.00,-126657.00,,298272.00,-0.36,,,,,
twse,1150906,115,2,1319,東陽,11293727.00,7621485.00,,,3672242.00,,,3672242.00,1892349.00,,1779893.00,398369.00,2178262.00,431807.00,1746455.00,,,1746455.00,175800.00,,1922255.00,1763188.00,,-16733.00,1920213.00,,2042.00,2.98,,,,,
twse,1150906,115,2,1321,大洋,1904737.00,1679019.00,,,225718.00,,,225718.00,194391.00,,31327.00,265223.00,296550.00,125790.00,170760.00,,,170760.00,208395.00,,379155.00,170760.00,,,379155.00,,,0.77,,,,,
twse,1150906,115,2,1323,永裕,1078599.00,864215.00,,,214384.00,,,214384.00,151146.00,,63238.00,30192.00,93430.00,675.00,92755.00,,,92755.00,74549.00,,167304.00,92755.00,,,167304.00,,,1.02,,,,,
twse,1150906,115,2,1324,地球,332426.00,270019.00,,,62407.00,,,62407.00,63953.00,,-1546.00,3590.00,2044.00,3924.00,-1880.00,,,-1880.00,5671.00,,3791.00,-1880.00,,,3791.00,,,-0.03,,,,,
twse,1150906,115,2,1325,恆大,123378.00,152606.00,,,-29228.00,,,-29228.00,23528.00,,-52756.00,20607.00,-32149.00,-4721.00,-27428.00,,,-27428.00,13292.00,,-14136.00,-25851.00,,-1577.00,-16019.00,,1883.00,-0.30,,,,,
twse,1150906,115,2,1326,台化,168904093.00,157048822.00,,,11855271.00,,,11855271.00,6803380.00,,5051891.00,9289057.00,14340948.00,1290941.00,13050007.00,,,13050007.00,168178134.00,,181228141.00,12333837.00,,716170.00,176525362.00,,4702779.00,2.11,,,,,
twse,1150906,115,2,1337,再生-KY,288257.00,328889.00,,,-40632.00,,,-40632.00,166734.00,,-207366.00,-31443.00,-238809.00,0.00,-238809.00,,,-238809.00,153905.00,,-84904.00,-238809.00,,0.00,-84904.00,,0.00,-0.89,,,,,
