direction,stock_id,name,family
新進來,1416,廣豐,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1418,東華,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1432,大魯閣,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1435,中福,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1437,勤益控,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1441,大東,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1443,立益物流,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1445,大宇,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1454,台富,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1456,怡華,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1465,偉全,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1468,昶和,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1470,大統新創,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1472,三洋實業,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1475,業旺,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1506,正道,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1521,大億,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1522A,,⛔ 不在 universe（來源不明）
新進來,1530,亞崴,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1538,正峰,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1566,捷邦,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1583,程泰,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1592,英瑞-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1623,大東電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1626,艾美特-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1715,萬洲,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1724,台硝,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1726,永記,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1729,必翔,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1742,台蠟,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1781,合世,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1787,福盈科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1788,杏昌,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1805,寶徠,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1813,寶利徠,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,1817,凱撒衛,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2002A,,⛔ 不在 universe（來源不明）
新進來,2035,唐榮,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2061,風青,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2063,世鎧,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2067,嘉鋼,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2073,雄順,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2115,六暉-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2235,謚源,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2248,華勝-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2254,巨鎧精密-創,創新板（名稱帶 -創）
新進來,2321,東訊,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2348A,,⛔ 不在 universe（來源不明）
新進來,2373,震旦行,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2424,隴華,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2432,倚天酷碁-創,創新板（名稱帶 -創）
新進來,2433,互盛電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2434,統懋,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2437,旺詮,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2443,昶虹,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2450,神腦,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2459,敦吉,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2596,綠意,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2616,山隆,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2640,大車隊,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2701,萬企,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2712,遠雄來,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2718,全心投控,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2719,燦星旅,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2724,藝舍-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2740,華軒,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2751,王座,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2752,豆府,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2755,揚秦,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2756,聯發國際,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2832,台產,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2836A,,⛔ 不在 universe（來源不明）
新進來,2838A,,⛔ 不在 universe（來源不明）
新進來,2849,安泰銀,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2852,第一保,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2881A,,⛔ 不在 universe（來源不明）
新進來,2881B,,⛔ 不在 universe（來源不明）
新進來,2881C,,⛔ 不在 universe（來源不明）
新進來,2882A,,⛔ 不在 universe（來源不明）
新進來,2882B,,⛔ 不在 universe（來源不明）
新進來,2883B,,⛔ 不在 universe（來源不明）
新進來,2887E,,⛔ 不在 universe（來源不明）
新進來,2887F,,⛔ 不在 universe（來源不明）
新進來,2887G,,⛔ 不在 universe（來源不明）
新進來,2887H,,⛔ 不在 universe（來源不明）
新進來,2887I,,⛔ 不在 universe（來源不明）
新進來,2887Z1,,⛔ 不在 universe（來源不明）
新進來,2888A,,⛔ 不在 universe（來源不明）
新進來,2888B,,⛔ 不在 universe（來源不明）
新進來,2891B,,⛔ 不在 universe（來源不明）
新進來,2891C,,⛔ 不在 universe（來源不明）
新進來,2897A,,⛔ 不在 universe（來源不明）
新進來,2897B,,⛔ 不在 universe（來源不明）
新進來,2901,欣欣,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2904,匯僑,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2908,特力,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2910,統領,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2911,麗嬰房,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2916,滿心,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2923,鼎固-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2924,宏太-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2926,誠品生活,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2936,客思達-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2937,集雅社,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2941,米斯特,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2945,三商家購,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2947,振宇五金,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2948,寶陞,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,2949,欣新網,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3036A,,⛔ 不在 universe（來源不明）
新進來,3052,夆典,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3054,立萬利,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3057,喬鼎,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3064,泰偉,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3067,全域,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3089,億杰,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3095,及成,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3115,富榮綱,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3118,進階,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3130,一零四,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3150,鈺寶-創,創新板（名稱帶 -創）
新進來,3158,嘉實,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3168,眾福科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3191,雲嘉南,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3226,龍鋒,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3229,晟鈦,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3259,鑫創,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3266,昇陽,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3285,微端,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3288,點晶,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3310,佳穎,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3315,宣昶,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3321,同泰,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3332,幸康,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3349,寶德,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3383,新世紀,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3388,崇越電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3426,台興,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3431,長天,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3452,益通,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3467,台灣精材,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3489,森寶,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3492,長盛,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3516,亞帝歐,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3523,迎輝,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3531,先益,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3559,全智科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3561,昇陽光電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3562,頂晶科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3579,尚志,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3593,力銘,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3629,地心引力,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3631,晟楠,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3632,研勤,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3642,駿熠電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3646,艾恩特,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3664,安瑞-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3684,榮昌,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3702A,,⛔ 不在 universe（來源不明）
新進來,3716,中化控股,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,3717,聯嘉投控,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4103,百略,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4129A,,⛔ 不在 universe（來源不明）
新進來,4131,浩泰,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4139,馬光-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4154,樂威科-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4161,聿新科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4166,友霖,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4183,福永生技,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4198,欣大健康,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4205,中華食,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4304,勝昱,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4305,世坤,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4406,新昕纖,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4413,飛寶企業,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4415,台原藥,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4416,三圓,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4417,金洲,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4419,皇家美食,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4429,聚紡,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4430,耀億,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4433,興采,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4439,冠星-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4440,宜新實業,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4441,振大環球,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4442,竣邦-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4506,崇友,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4523,永彰,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4529,淳紳,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4530,天意能創,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4535,至興,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4538,大詠城,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4550,長佳,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4554,橙的,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4556,旭然,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4558,寶緯,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4568,科際精密,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4580,捷流閥業,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4584,君帆,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4585,達明,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4590,富田-創,創新板（名稱帶 -創）
新進來,4609,唐鋒,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4706,大恭,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4712,南璋,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4737,華廣,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4741,泓瀚,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4745,合富-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4754,國碳科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4762,三汰-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4767,誠泰科技,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4771,望隼,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4807,日成-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4905,台聯電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4911,德英,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4923,力士,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4924,欣厚-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4965,商店街,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4972,湯石照明,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,4995,晶達,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5007,三星,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5013,強新,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5016,松和,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5102,富強,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5205,中茂,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5206,坤悅,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5212,凌網,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5228,鈺鎧,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5276,達輝-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5301,寶得利,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5312,寶島科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5324,士開,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5344,立衛,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5345,馥鴻,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5348,正能量智能,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5355,佳總,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5364,力麗店,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5384,捷元,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5450,南良,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5455,昇益,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5468,凱鈺,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5480,統盟,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5487,通泰,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5514,三豐,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5516,雙喜,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5520,力泰,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5523,豐謙,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5525,順天,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5538,東明-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5543,桓鼎-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5547,久舜,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5548,安倉,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5601,台聯櫃,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5701,劍湖山,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5703,亞都,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5871A,,⛔ 不在 universe（來源不明）
新進來,5878,台名,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5902,德記,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,5906,台南-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6020,大展證,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6021,美好證,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6022,大眾證,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6023,元大期,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6103,合邦,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6105,瑞傳,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6115,鎰勝,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6128,上福,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6130,上亞科技,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6144,得利影,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6154,順發,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6171,大城地產,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6172,互億,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6184,大豐電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6195,詩肯,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6198,瑞築,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6201,亞弘電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6210,慶生,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6212,理銘,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6222,立軒,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6225,天瀚,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6236,中湛,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6240,松崗,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6241,鑫永洋,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6242,立康,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6246,臺龍,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6247,淇譽電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6259,百徽,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6264,富裔,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6272,驊陞,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6277,宏正,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6281,全國電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6287,元隆,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6289,華上,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6294,智基,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6404,通訊-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6431,光麗-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6464,台數科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6465,威潤,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6474,華豫寧,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6498,久禾光,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6506,雙邦,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6512,啟發電,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6534,正瀚-創,創新板（名稱帶 -創）
新進來,6542,隆中,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6554,中美冠科-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6574,霈方,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6590,普鴻,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6592A,,⛔ 不在 universe（來源不明）
新進來,6592B,,⛔ 不在 universe（來源不明）
新進來,6594,展匯科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6597,立誠,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6614,資拓宏宇,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6615,慧智,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6616,特昇-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6617,共信-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6620,漢達,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6624,萬年清,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6629,泰金-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6637,醫影,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6641,基士德-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6645,金萬林-創,創新板（名稱帶 -創）
新進來,6655,科定,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6661,威健生技,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6662,樂斯科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6671,三能-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6674,鋐寶科技,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6680,鑫創電子,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6692,進能服,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6693,廣閎科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6697,東捷資訊,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6708,天擎,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6720,久昌,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6721,信實,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6722,輝創,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6725,矽科宏晟,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6728,上洋,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6730,常廣,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6751,智聯服務,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6762,達亞,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6767,台微醫,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6771,平和環保-創,創新板（名稱帶 -創）
新進來,6790,永豐實,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6794,向榮生技,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6803,崑鼎,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6804,明係,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6807,峰源-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6823,濾能,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6831,邁科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6835,圓裕,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6843,進典,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6844,諾貝兒,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6846,綠茵,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6855,數泓科,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6856,鑫傳,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6865,偉康科技,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6872,浩宇生醫,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6875,國邑*,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6881,潤德,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6884,海柏特,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6887,寶綠特-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6899,創為精密,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6902,GOGOLOOK,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6904,伯鑫,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6907,雅特力-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6910,德鴻,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6914,阜爾運通,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6916,華凌,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6918,愛派司,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6921,嘉雨思-創,創新板（名稱帶 -創）
新進來,6924,榮惠-KY創,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6925,意藍,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6929,佑全,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6934,心誠鎂,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6936,永鴻生技,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6951,青新-創,創新板（名稱帶 -創）
新進來,6952,大武山,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6955,邦睿生技-創,創新板（名稱帶 -創）
新進來,6958,日盛台駿,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6961,旅天下,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6965,中傑-KY,在 panel 內但【沒過閘門】（liq／bars／inst）
新進來,6967,汎瑋材料,在 panel 內但【沒過閘門】（liq／bars／inst）
