date,stock_id,pre_close,ref_price,value,kind,open_base,source
2011-09-15,1815,20.25,19.08,1.17,除權息,,exDailyQ
2011-09-15,3083,92.7,83.35,9.35,除息,,exDailyQ
2011-09-15,3207,11.6,11.17,0.43,除權息,,exDailyQ
2011-09-15,3567,13.9,12.37,1.53,除息,,exDailyQ
2011-09-15,3580,13.1,12.8,0.30,除息,,exDailyQ
2011-09-15,4207,10.4,9.95,0.45,除權,,exDailyQ
2011-09-15,4416,66.8,63.6,3.20,除息,,exDailyQ
2011-09-15,6229,12,10.91,1.09,除息,,exDailyQ
2011-09-15,6506,14.9,14.33,0.57,除權,,exDailyQ
2011-09-15,6508,26.8,25,1.80,除權息,,exDailyQ
