date,stock_id,pre_close,ref_price,value,kind,open_base,source
2024-03-28,2752,289.5,276.2,13.300000,除息,,exDailyQ
2024-03-28,2947,80.2,79.4,0.800000,除息,,exDailyQ
2024-03-28,3558,220,211.2,8.804474,除權,,exDailyQ
2024-03-28,4105,81.5,78,3.500000,除息,,exDailyQ
2024-03-28,4207,18.4,18,0.400000,除息,,exDailyQ
2024-03-28,4420,70.7,50.7,20.000000,除息,,exDailyQ
2024-03-28,4972,28.4,27.7,0.700000,除息,,exDailyQ
2024-03-28,6021,17,16.7,0.300000,除息,,exDailyQ
2024-03-28,6596,78.7,73.4,5.300000,除息,,exDailyQ
2024-03-28,6697,55.6,53.4,2.200000,除息,,exDailyQ
2024-03-28,6752,137.5,134.5,3.000000,除息,,exDailyQ
2024-03-28,6865,60.1,58.5,1.600000,除息,,exDailyQ
2024-03-28,8109,104.5,98.5,6.000000,除息,,exDailyQ
2024-03-28,8908,58.1,57.3,0.800000,除息,,exDailyQ
2024-03-28,8930,41.75,39.25,2.500000,除息,,exDailyQ
