date,stock_id,pre_close,ref_price,value,kind,open_base,source
2015-08-27,1784,21.3,20.6,0.7,除息,,finmind
2015-08-27,3285,24.35,23.55,0.8,除息,,finmind
2015-08-27,3289,70.7,68.7,2.0,除息,,finmind
2015-08-27,3373,16.4,15.7,0.7,除息,,finmind
2015-08-27,4430,22.45,21.25,1.2,除息,,finmind
2015-08-27,4549,76.2,70.98,5.22,除權息,,finmind
2015-08-27,4953,21.45,19.37,2.08,除權息,,finmind
2015-08-27,5210,5.81,5.5,0.31,除息,,finmind
2015-08-27,5291,15.6,13.82,1.78,除息,,finmind
2015-08-27,6227,13,12.1,0.9,除息,,finmind
2015-08-27,6247,13,12.9,0.1,除息,,finmind
2015-08-27,6290,19,17.19,1.81,除息,,finmind
2015-08-27,8076,71.5,65.74,5.76,除權息,,finmind
2015-08-27,8079,12.75,11.75,1.0,除息,,finmind
2015-08-27,8088,14.05,12.45,1.6,除息,,finmind
2015-08-27,8410,17,15,2.0,除息,,finmind
