date,stock_id,pre_close,ref_price,value,kind,open_base,source
2015-08-24,1591,24.9,22.23,2.67,除權,,finmind
2015-08-24,3379,13.95,12.71,1.24,除權息,,finmind
2015-08-24,3402,12.5,12.02,0.48,除息,,finmind
2015-08-24,3527,40,35.5,4.5,除息,,finmind
2015-08-24,4510,16.6,15.4,1.2,除息,,finmind
2015-08-24,4743,30.1,27.52,2.58,除權息,,finmind
2015-08-24,5383,8.75,8.25,0.5,除息,,finmind
2015-08-24,5465,11.65,11.45,0.2,除息,,finmind
2015-08-24,6265,7.02,6.15,0.87,除息,,finmind
2015-08-24,6292,29.75,26.75,3.0,除息,,finmind
2015-08-24,6508,28,25.69,2.31,除權息,,finmind
2015-08-24,8423,23.8,22.62,1.18,除權息,,finmind
