date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-03-18,00687B,30.82,30.47,0.350000,除息,,exDailyQ
2025-03-18,00740B,40.82,40.64,0.179000,除息,,exDailyQ
2025-03-18,00741B,39.44,39.24,0.203000,除息,,exDailyQ
2025-03-18,00764B,30.93,30.57,0.362000,除息,,exDailyQ
2025-03-18,00772B,35.74,35.6,0.142000,除息,,exDailyQ
2025-03-18,00773B,37.34,37.19,0.150000,除息,,exDailyQ
2025-03-18,00777B,35.07,34.92,0.150000,除息,,exDailyQ
2025-03-18,00778B,36.35,36.2,0.148000,除息,,exDailyQ
2025-03-18,00779B,31.13,30.85,0.280000,除息,,exDailyQ
2025-03-18,00781B,32.15,31.6,0.550000,除息,,exDailyQ
2025-03-18,00792B,33.94,33.5,0.444000,除息,,exDailyQ
2025-03-18,00793B,33.05,32.65,0.397000,除息,,exDailyQ
2025-03-18,00840B,31.98,31.85,0.135000,除息,,exDailyQ
2025-03-18,00853B,29.51,29.16,0.350000,除息,,exDailyQ
2025-03-18,00859B,43.75,43.37,0.377000,除息,,exDailyQ
2025-03-18,00862B,33.71,33.37,0.345000,除息,,exDailyQ
2025-03-18,00863B,34.41,33.96,0.450000,除息,,exDailyQ
2025-03-18,00883B,32.74,32.59,0.150000,除息,,exDailyQ
2025-03-18,00890B,34.4,34.25,0.155000,除息,,exDailyQ
2025-03-18,00933B,16.87,16.79,0.082000,除息,,exDailyQ
2025-03-18,00937B,15.89,15.81,0.080000,除息,,exDailyQ
2025-03-18,00948B,10.06,10.01,0.048000,除息,,exDailyQ
2025-03-18,00957B,14.59,14.52,0.075000,除息,,exDailyQ
2025-03-18,5306,125,123.47,1.525165,息,,finmind
