date,stock_id,pre_close,ref_price,value,kind,open_base,source
2013-07-08,3089,22.35,22.05,0.30,除息,,exDailyQ
2013-07-08,3388,68.6,63.6,5.00,除息,,exDailyQ
2013-07-08,3689,71.6,67.8,3.80,除息,,exDailyQ
2013-07-08,4120,80,78.1,1.90,除息,,exDailyQ
2013-07-08,4416,132.5,120.5,12.00,除息,,exDailyQ
2013-07-08,4987,45.5,43,2.50,除息,,exDailyQ
2013-07-08,5371,23.5,22.5,1.00,除息,,exDailyQ
2013-07-08,5487,22,20,2.00,除息,,exDailyQ
2013-07-08,5536,128,118,10.00,除息,,exDailyQ
2013-07-08,6229,13.2,13.08,0.12,除息,,exDailyQ
2013-07-08,8024,14.1,13.1,1.00,除息,,exDailyQ
2013-07-08,8905,29.55,28.05,1.50,除息,,exDailyQ
2013-07-08,8913,16.6,16.1,0.50,除息,,exDailyQ
2013-07-08,9950,23.15,22.09,1.06,除息,,exDailyQ
