date,stock_id,pre_close,ref_price,value,kind,open_base,source
2021-02-25,00679B,40.51,40.3,0.210000,除息,,exDailyQ
2021-02-25,00721B,44.93,44.21,0.720000,除息,,exDailyQ
2021-02-25,00748B,41.57,40.87,0.700000,除息,,exDailyQ
2021-02-25,00754B,44.31,44,0.311000,除息,,exDailyQ
2021-02-25,00755B,43.12,42.8,0.316000,除息,,exDailyQ
2021-02-25,00756B,44.6,44.21,0.393000,除息,,exDailyQ
2021-02-25,00772B,43.59,43.46,0.127000,除息,,exDailyQ
2021-02-25,00773B,44.57,44.44,0.134000,除息,,exDailyQ
2021-02-25,00780B,41,40.82,0.180000,除息,,exDailyQ
2021-02-25,00786B,41.12,40.79,0.330000,除息,,exDailyQ
2021-02-25,00794B,39.61,39.25,0.356000,除息,,exDailyQ
2021-02-25,00795B,41.04,40.76,0.279000,除息,,exDailyQ
2021-02-25,00796B,39.37,38.64,0.731000,除息,,exDailyQ
2021-02-25,00799B,41.06,40.77,0.290000,除息,,exDailyQ
2021-02-25,00839B,41.02,40.71,0.315000,除息,,exDailyQ
2021-02-25,00840B,38.85,38.57,0.285000,除息,,exDailyQ
2021-02-25,00841B,38.85,38.55,0.300000,除息,,exDailyQ
2021-02-25,00847B,35.06,34.79,0.271000,除息,,exDailyQ
2021-02-25,00860B,37.49,37.36,0.130000,除息,,exDailyQ
