date,stock_id,pre_close,ref_price,value,kind,open_base,source
2020-07-10,3188,14.6,14.1,0.500000,除息,,exDailyQ
2020-07-10,3441,31.55,29.45,2.100000,除息,,exDailyQ
2020-07-10,3444,42,40.2,1.800000,除息,,exDailyQ
2020-07-10,4163,137,132,5.000000,除息,,exDailyQ
2020-07-10,6125,18.65,16.65,2.000000,除息,,exDailyQ
2020-07-10,6179,39,37.5,1.500000,除息,,exDailyQ
2020-07-10,6231,128.5,126.5,2.000000,除息,,exDailyQ
2020-07-10,6470,48.4,45.9,2.500000,除息,,exDailyQ
2020-07-10,6496,34.05,33.05,1.000000,除息,,exDailyQ
2020-07-10,8054,20.75,20.21,0.536106,除息,,exDailyQ
