date,stock_id,pre_close,ref_price,value,kind,open_base,source
2011-07-07,3287,14.9,13.6,1.30,除息,,exDailyQ
2011-07-07,3388,85.8,79.8,6.00,除息,,exDailyQ
2011-07-07,3529,71.3,68.8,2.50,除息,,exDailyQ
2011-07-07,3537,26,25,1.00,除息,,exDailyQ
2011-07-07,4139,89.9,83.36,6.54,除權,,exDailyQ
2011-07-07,4946,185.5,183.5,2.00,除息,,exDailyQ
2011-07-07,5439,33.5,30.5,3.00,除息,,exDailyQ
2011-07-07,5480,13.9,12.8,1.10,除息,,exDailyQ
2011-07-07,5493,38.75,35.75,3.00,除息,,exDailyQ
2011-07-07,8024,22.8,20.92,1.88,除息,,exDailyQ
2011-07-07,8091,67.7,62.33,5.37,除息,,exDailyQ
