date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-06-17,00687B,26.29,25.98,0.310000,除息,,exDailyQ
2025-06-17,00740B,36.04,35.89,0.154000,除息,,exDailyQ
2025-06-17,00741B,35.37,35.19,0.184000,除息,,exDailyQ
2025-06-17,00764B,26.38,26.07,0.309000,除息,,exDailyQ
2025-06-17,00772B,31.38,31.24,0.137000,除息,,exDailyQ
2025-06-17,00773B,33.03,32.89,0.139000,除息,,exDailyQ
2025-06-17,00777B,30.59,30.44,0.150000,除息,,exDailyQ
2025-06-17,00778B,31.95,31.81,0.145000,除息,,exDailyQ
2025-06-17,00779B,26.62,26.34,0.280000,除息,,exDailyQ
2025-06-17,00781B,27.93,27.43,0.500000,除息,,exDailyQ
2025-06-17,00792B,29.73,29.3,0.427000,除息,,exDailyQ
2025-06-17,00793B,28.74,28.38,0.356000,除息,,exDailyQ
2025-06-17,00840B,27.99,27.87,0.120000,除息,,exDailyQ
2025-06-17,00853B,25.91,25.64,0.270000,除息,,exDailyQ
2025-06-17,00859B,39.15,38.8,0.350000,除息,,exDailyQ
2025-06-17,00862B,29.77,29.4,0.370000,除息,,exDailyQ
2025-06-17,00863B,30.27,29.82,0.450000,除息,,exDailyQ
2025-06-17,00883B,28.72,28.6,0.125000,除息,,exDailyQ
2025-06-17,00890B,30.34,30.2,0.140000,除息,,exDailyQ
2025-06-17,00933B,14.91,14.83,0.082000,除息,,exDailyQ
2025-06-17,00937B,13.94,13.86,0.077000,除息,,exDailyQ
2025-06-17,00948B,8.85,8.8,0.046000,除息,,exDailyQ
2025-06-17,00957B,12.77,12.7,0.067000,除息,,exDailyQ
2025-06-17,1593,29.55,27.95,1.600000,除息,,exDailyQ
2025-06-17,2926,46,45.8,0.200000,除息,,exDailyQ
2025-06-17,3680,359.5,354.4,5.099985,除息,,exDailyQ
2025-06-17,4945,80,77.2,2.800000,除息,,exDailyQ
2025-06-17,4974,91.8,86.35,5.450000,除息,,exDailyQ
2025-06-17,5902,46.75,45.1,1.650000,除息,,exDailyQ
2025-06-17,6147,61,57.25,3.750212,除息,,exDailyQ
2025-06-17,6154,15.15,14.55,0.600000,除息,,exDailyQ
2025-06-17,6561,434.5,422,12.500000,除息,,exDailyQ
2025-06-17,6640,594,579,15.000000,除息,,exDailyQ
2025-06-17,8416,170,162,8.000000,除息,,exDailyQ
