date,stock_id,pre_close,ref_price,value,kind,open_base,source
2018-07-05,1570,13.9,13.1,0.80,除息,,exDailyQ
2018-07-05,3093,24.75,24.2,0.55,除息,,exDailyQ
2018-07-05,3213,47.5,43.5,4.00,除息,,exDailyQ
2018-07-05,3528,36.3,33.33,2.966667,權息,,finmind
2018-07-05,4126,68,65.5,2.50,除息,,exDailyQ
2018-07-05,4130,31.9,31.1,0.80,除息,,exDailyQ
2018-07-05,4745,43.3,39.18,4.12,除權息,,exDailyQ
2018-07-05,5206,12,11.3,0.70,除息,,exDailyQ
2018-07-05,5315,17,16,1.00,除息,,exDailyQ
2018-07-05,5347,69,66,3.00,除息,,exDailyQ
2018-07-05,5601,23.6,23.3,0.30,除息,,exDailyQ
2018-07-05,6026,14.2,12.82,1.38,除息,,exDailyQ
2018-07-05,6190,15.45,14.85,0.60,除息,,exDailyQ
2018-07-05,6510,828,818,10.00,除息,,exDailyQ
2018-07-05,6532,36.15,35.05,1.10,除息,,exDailyQ
2018-07-05,6596,65.5,62,3.50,除息,,exDailyQ
2018-07-05,8088,14.4,14.21,0.19,除息,,exDailyQ
2018-07-05,8255,110.5,104.5,6.00,除息,,exDailyQ
