date,stock_id,pre_close,ref_price,value,kind,open_base,source
2026-08-27,2718,49.35,45.28,4.070014,除息,,exDailyQ
2026-08-27,3236,43.9,43.4,0.500000,除息,,exDailyQ
2026-08-27,3528,83.4,82.02,1.38,息,,finmind
2026-08-27,3558,130,127,3.000000,除息,,exDailyQ
2026-08-27,4303,54.6,38.29,16.314286,除權息,,exDailyQ
2026-08-27,4706,32.6,32.3,0.300000,除息,,exDailyQ
2026-08-27,4707,34.65,33.56,1.089024,除權息,,exDailyQ
2026-08-27,4736,139,121.59,17.403105,權息,,finmind
2026-08-27,5202,12.05,11.85,0.200000,除息,,exDailyQ
2026-08-27,5287,154,135.64,18.357892,除權息,,exDailyQ
2026-08-27,5289,1500,1454.19,45.806767,除權息,,exDailyQ
2026-08-27,6221,23.05,21.85,1.199851,除息,,exDailyQ
2026-08-27,6227,118.5,114,4.500000,除息,,exDailyQ
2026-08-27,6261,82.4,79.9,2.500000,除息,,exDailyQ
2026-08-27,6624,42,41.71,0.287591,除息,,exDailyQ
2026-08-27,6637,62.7,58.2,4.500000,除息,,exDailyQ
2026-08-27,7728,633,626.73,6.267336,除權,,exDailyQ
2026-08-27,8941,44.5,43,1.500000,除息,,exDailyQ
