date,stock_id,pre_close,ref_price,value,kind,open_base,source
2023-02-16,00679B,31.76,31.45,0.310000,除息,,exDailyQ
2023-02-16,00718B,20.18,19.87,0.307000,除息,,exDailyQ
2023-02-16,00721B,46.29,45.61,0.680000,除息,,exDailyQ
2023-02-16,00754B,36.61,36.22,0.386000,除息,,exDailyQ
2023-02-16,00755B,34.85,34.44,0.410000,除息,,exDailyQ
2023-02-16,00756B,32.6,32.17,0.428000,除息,,exDailyQ
2023-02-16,00772B,35.25,35.1,0.150000,除息,,exDailyQ
2023-02-16,00773B,36.02,35.86,0.160000,除息,,exDailyQ
2023-02-16,00780B,35.82,35.32,0.500000,除息,,exDailyQ
2023-02-16,00786B,33.89,33.43,0.460000,除息,,exDailyQ
2023-02-16,00794B,40.36,39.76,0.605000,除息,,exDailyQ
2023-02-16,00795B,32.23,31.93,0.296000,除息,,exDailyQ
2023-02-16,00799B,33.7,33.24,0.460000,除息,,exDailyQ
2023-02-16,00840B,31.92,31.59,0.330000,除息,,exDailyQ
2023-02-16,00841B,31.84,31.54,0.300000,除息,,exDailyQ
2023-02-16,00845B,31.3,30.96,0.341000,除息,,exDailyQ
2023-02-16,00846B,32.85,32.55,0.298000,除息,,exDailyQ
2023-02-16,00847B,28.13,27.84,0.287000,除息,,exDailyQ
2023-02-16,00860B,36.45,36.08,0.368000,除息,,exDailyQ
2023-02-16,00890B,33.24,32.64,0.600000,除息,,exDailyQ
