date,stock_id,pre_close,ref_price,value,kind,open_base,source
2026-07-31,00950B,13.96,13.9,0.063000,除息,,exDailyQ
2026-07-31,00959B,9.28,9.23,0.048000,除息,,exDailyQ
2026-07-31,00966B,13.71,13.64,0.068000,除息,,exDailyQ
2026-07-31,00983B,15.48,15.42,0.063000,除息,,exDailyQ
2026-07-31,00984B,16.08,16,0.081000,除息,,exDailyQ
2026-07-31,00986B,9.68,9.64,0.042000,除息,,exDailyQ
2026-07-31,6024,62.9,56.32,6.573852,權息,,finmind
2026-07-31,6138,257.5,246.55,10.948006,除息,,exDailyQ
2026-07-31,6470,43.35,40.85,2.500000,除息,,exDailyQ
2026-07-31,6472,384,374,10.0,息,,finmind
2026-07-31,8905,28.4,27.69,0.710000,除息,,exDailyQ
