date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-11-18,00740B,38.81,38.64,0.167000,除息,,exDailyQ
2025-11-18,00741B,37.26,37.06,0.199000,除息,,exDailyQ
2025-11-18,00754B,34.38,33.97,0.412000,除息,,exDailyQ
2025-11-18,00755B,33.11,32.67,0.442000,除息,,exDailyQ
2025-11-18,00756B,32.43,31.96,0.468000,除息,,exDailyQ
2025-11-18,00761B,34.95,34.54,0.408000,除息,,exDailyQ
2025-11-18,00772B,33.9,33.77,0.132000,除息,,exDailyQ
2025-11-18,00773B,36.27,36.13,0.138000,除息,,exDailyQ
2025-11-18,00777B,33.02,32.89,0.135000,除息,,exDailyQ
2025-11-18,00778B,35,34.86,0.140000,除息,,exDailyQ
2025-11-18,00780B,37.79,37.32,0.470000,除息,,exDailyQ
2025-11-18,00795B,27.61,27.29,0.320000,除息,,exDailyQ
2025-11-18,00799B,30.52,29.97,0.550000,除息,,exDailyQ
2025-11-18,00840B,30.35,30.23,0.120000,除息,,exDailyQ
2025-11-18,00841B,29.89,29.55,0.340000,除息,,exDailyQ
2025-11-18,00845B,33.82,33.45,0.373000,除息,,exDailyQ
2025-11-18,00846B,36.26,35.82,0.442000,除息,,exDailyQ
2025-11-18,00847B,26.23,25.88,0.350000,除息,,exDailyQ
2025-11-18,00860B,37.95,37.53,0.422000,除息,,exDailyQ
2025-11-18,00864B,45.96,45.4,0.560000,除息,,exDailyQ
2025-11-18,00883B,30.69,30.57,0.120000,除息,,exDailyQ
2025-11-18,00890B,32.46,32.32,0.140000,除息,,exDailyQ
2025-11-18,00933B,16.24,16.17,0.072000,除息,,exDailyQ
2025-11-18,00937B,14.94,14.87,0.072000,除息,,exDailyQ
2025-11-18,00948B,9.48,9.44,0.042000,除息,,exDailyQ
2025-11-18,00957B,13.74,13.67,0.072000,除息,,exDailyQ
2025-11-18,00982B,9.9,9.85,0.048000,除息,,exDailyQ
