date,stock_id,pre_close,ref_price,value,kind,open_base,source
2014-07-25,1781,34.55,34.05,0.50,除息,,exDailyQ
2014-07-25,2719,29.4,27.84,1.56,除息,,exDailyQ
2014-07-25,3105,28.8,27.3,1.50,除息,,exDailyQ
2014-07-25,3323,20.1,19.6,0.50,除息,,exDailyQ
2014-07-25,4127,27.8,26.8,1.00,除息,,exDailyQ
2014-07-25,4305,30.55,28.75,1.80,除息,,exDailyQ
2014-07-25,4432,114,100.91,13.09,除權息,,exDailyQ
2014-07-25,5272,88.8,85.79,3.01,除息,,exDailyQ
2014-07-25,5349,34.85,32.15,2.70,除息,,exDailyQ
2014-07-25,5905,14.35,14.05,0.30,除息,,exDailyQ
2014-07-25,6138,30.45,29.96,0.49,除息,,exDailyQ
2014-07-25,6204,27.4,26.3,1.10,除息,,exDailyQ
2014-07-25,8155,39.95,38.35,1.60,除息,,exDailyQ
2014-07-25,8921,22.5,21.32,1.18,除息,,exDailyQ
