date,stock_id,pre_close,ref_price,value,kind,open_base,source
2010-07-13,3236,19.95,19.75,0.20,除息,,exDailyQ
2010-07-13,3260,67.5,64.52,2.98,除息,,exDailyQ
2010-07-13,3479,44.9,42.57,2.33,除權息,,exDailyQ
2010-07-13,3577,67.5,66.9,0.60,除息,,exDailyQ
2010-07-13,3652,40.2,39.2,1.00,除息,,exDailyQ
2010-07-13,4127,31.5,31.3,0.20,除息,,exDailyQ
2010-07-13,5310,50.1,43.57,6.53,除權,,exDailyQ
2010-07-13,5511,16.8,15.6,1.20,除息,,exDailyQ
2010-07-13,5520,24.85,23.35,1.50,除息,,exDailyQ
2010-07-13,5604,23.3,22.12,1.18,除息,,exDailyQ
2010-07-13,6024,33.5,29.78,3.72,除權,,exDailyQ
2010-07-13,6123,39.4,38.4,1.00,除息,,exDailyQ
2010-07-13,6125,25.85,24.14,1.71,除權息,,exDailyQ
2010-07-13,6245,22.2,21.77,0.43,除權息,,exDailyQ
2010-07-13,6279,81.8,77.45,4.35,除權息,,exDailyQ
