date,stock_id,pre_close,ref_price,value,kind,open_base,source
2014-07-22,1336,15.8,15.72,0.08,除息,,exDailyQ
2014-07-22,1593,47.8,45.6,2.20,除息,,exDailyQ
2014-07-22,3088,70.7,68.03,2.67,除息,,exDailyQ
2014-07-22,3628,56.5,54,2.50,除息,,exDailyQ
2014-07-22,4946,100.5,100,0.50,除息,,exDailyQ
2014-07-22,6218,21.5,20.5,1.00,除息,,exDailyQ
2014-07-22,8032,37.2,35,2.20,除息,,exDailyQ
2014-07-22,8091,54.8,50.83,3.97,除息,,exDailyQ
2014-07-22,8436,89.3,76.92,12.38,除權息,,exDailyQ
2014-07-22,8913,20.7,17.91,2.79,除權息,,exDailyQ
2014-07-22,8929,45,43,2.00,除息,,exDailyQ
