date,stock_id,pre_close,ref_price,value,kind,open_base,source
2016-07-12,2235,130,125,5.0,除息,,finmind
2016-07-12,3354,8.46,8.23,0.23,除息,,finmind
2016-07-12,3611,259.5,249.5,10.0,除息,,finmind
2016-07-12,3684,50.9,42.09,8.81,除權息,,finmind
2016-07-12,5102,14,13.3,0.7,除息,,finmind
2016-07-12,5230,41.5,38.48,3.02,除權息,,finmind
2016-07-12,5345,9.24,8.94,0.3,除息,,finmind
2016-07-12,5443,17.6,16.6,1.0,除息,,finmind
2016-07-12,6266,16,14.07,1.93,除權息,,finmind
2016-07-12,8088,27.5,26.02,1.48,除息,,finmind
2016-07-12,8240,17.05,16.55,0.5,除息,,finmind
2016-07-12,8446,120.5,116,4.5,除息,,finmind
2016-07-12,8933,12.4,11.9,0.5,除息,,finmind
