date,stock_id,pre_close,ref_price,value,kind,open_base,source
2014-07-21,2067,32.05,31.05,1.00,除息,,exDailyQ
2014-07-21,3354,12.6,12.3,0.30,除息,,exDailyQ
2014-07-21,3540,21.15,19.95,1.20,除權息,,exDailyQ
2014-07-21,3624,27.45,25.95,1.50,除息,,exDailyQ
2014-07-21,3652,25.8,25.3,0.50,除息,,exDailyQ
2014-07-21,3680,48.3,47.8,0.50,除息,,exDailyQ
2014-07-21,4175,90.2,86.7,3.50,除息,,exDailyQ
2014-07-21,4429,30.2,29.7,0.50,除息,,exDailyQ
2014-07-21,4430,38,36.5,1.50,除息,,exDailyQ
2014-07-21,5512,13.6,13.1,0.50,除息,,exDailyQ
2014-07-21,8042,54.3,50.8,3.50,除息,,exDailyQ
2014-07-21,8240,37.4,36.4,1.00,除息,,exDailyQ
2014-07-21,8931,23,22,1.00,除息,,exDailyQ
