date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-07-09,2073,28.85,28.15,0.7,除息,,finmind
2025-07-09,3227,217,207,10.001795,除息,,finmind
2025-07-09,3303,48.55,45.78,2.766288,除息,,finmind
2025-07-09,3430,50.6,48.1,2.5,除息,,finmind
2025-07-09,4510,45.1,44.31,0.793623,除息,,finmind
2025-07-09,4533,25.1,23.9,1.2,除息,,finmind
2025-07-09,4744,22,21.6,0.4,除息,,finmind
2025-07-09,5220,19.35,18.85,0.5,除息,,finmind
2025-07-09,5452,24.35,24.1,0.251692,除息,,finmind
2025-07-09,6190,38.3,36.4,1.898148,除息,,finmind
2025-07-09,6508,27.2,26.2,1.0,除息,,finmind
2025-07-09,6510,836,828.2,7.8,除息,,finmind
2025-07-09,6667,220,215.79,4.214788,除權,,finmind
2025-07-09,6829,114,109,5.0,除息,,finmind
2025-07-09,8426,31.25,28.75,2.5,除息,,finmind
