date,stock_id,pre_close,ref_price,value,kind,open_base,source
2026-07-02,00950B,14.26,14.2,0.063000,除息,,exDailyQ
2026-07-02,00959B,9.51,9.46,0.048000,除息,,exDailyQ
2026-07-02,00966B,14.16,14.09,0.068000,除息,,exDailyQ
2026-07-02,00983B,15.86,15.8,0.063000,除息,,exDailyQ
2026-07-02,00984B,16.54,16.46,0.082000,除息,,exDailyQ
2026-07-02,00986B,10.02,9.98,0.042000,除息,,exDailyQ
2026-07-02,1752,33.2,31.6,1.6,息,,finmind
2026-07-02,3093,75,73.85,1.150000,除息,,exDailyQ
2026-07-02,3211,408,396.53,11.465540,除息,,exDailyQ
2026-07-02,3570,176,166.3,9.700000,除息,,exDailyQ
2026-07-02,4535,27.3,26.5,0.800000,除息,,exDailyQ
2026-07-02,4931,236,233.5,2.500000,除息,,exDailyQ
2026-07-02,5220,20.95,20.65,0.300000,除息,,exDailyQ
2026-07-02,5353,31.8,30.8,0.999129,除息,,exDailyQ
2026-07-02,5490,28.85,27.35,1.500000,除息,,exDailyQ
2026-07-02,6185,14.2,13.81,0.392620,除息,,exDailyQ
2026-07-02,6270,39.35,38.35,1.000000,除息,,exDailyQ
2026-07-02,6844,65.4,61.4,4.000000,除息,,exDailyQ
2026-07-02,6907,142,141.01,0.994384,除息,,exDailyQ
2026-07-02,8032,42.7,41.5,1.200000,除息,,exDailyQ
2026-07-02,8415,35.3,33.8,1.500000,除息,,exDailyQ
2026-07-02,8917,54,51.9,2.100000,除息,,exDailyQ
2026-07-02,8941,44.15,43.15,1.000000,除息,,exDailyQ
