date,stock_id,pre_close,ref_price,value,kind,open_base,source
2026-09-03,2732,65.3,63.3,2.000000,除息,,exDailyQ
2026-09-03,2756,64,62.5,1.500000,除息,,exDailyQ
2026-09-03,3114,34.65,32.36,2.294231,除權息,,exDailyQ
2026-09-03,3484,51,48.5,2.500000,除息,,exDailyQ
2026-09-03,6126,30.2,29.6,0.597917,除息,,exDailyQ
2026-09-03,6146,192.5,187,5.500000,除息,,exDailyQ
2026-09-03,6234,35.55,35.3,0.250000,除息,,exDailyQ
2026-09-03,6279,127,121.5,5.500000,除息,,exDailyQ
2026-09-03,6874,83.6,73.27,10.327273,除權息,,exDailyQ
2026-09-03,8908,41.4,40.18,1.222757,除權,,exDailyQ
2026-09-03,9951,54.3,51.05,3.253214,除息,,exDailyQ
