date,stock_id,pre_close,ref_price,value,kind,open_base,source
2020-08-06,2221,26.1,24.6,1.500000,除息,,exDailyQ
2020-08-06,3152,420,411.57,8.430000,除息,,exDailyQ
2020-08-06,3217,122,119.34,2.663583,除權,,exDailyQ
2020-08-06,3272,31.1,30.3,0.800000,除息,,exDailyQ
2020-08-06,3564,27.05,26.45,0.600000,除息,,exDailyQ
2020-08-06,4123,77.6,72.72,4.884529,除權息,,exDailyQ
2020-08-06,6114,26.5,25.3,1.200000,除息,,exDailyQ
2020-08-06,6210,45.7,42.7,3.000000,除息,,exDailyQ
2020-08-06,6263,69.7,65.2,4.500000,除息,,exDailyQ
2020-08-06,8050,43,40.99,2.008146,除息,,exDailyQ
2020-08-06,8107,15.95,14.95,1.000000,除息,,exDailyQ
2020-08-06,8183,18.6,18.15,0.450000,除息,,exDailyQ
