date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-05-19,00740B,36.23,36.06,0.169000,除息,,exDailyQ
2025-05-19,00741B,36.08,35.87,0.215000,除息,,exDailyQ
2025-05-19,00754B,32.69,32.25,0.440000,除息,,exDailyQ
2025-05-19,00755B,30.89,30.43,0.456000,除息,,exDailyQ
2025-05-19,00756B,29.36,28.86,0.502000,除息,,exDailyQ
2025-05-19,00761B,32.87,32.38,0.490000,除息,,exDailyQ
2025-05-19,00772B,31.76,31.62,0.145000,除息,,exDailyQ
2025-05-19,00773B,33.55,33.4,0.150000,除息,,exDailyQ
2025-05-19,00777B,31.06,30.91,0.150000,除息,,exDailyQ
2025-05-19,00778B,32.5,32.35,0.150000,除息,,exDailyQ
2025-05-19,00780B,35.54,35.14,0.400000,除息,,exDailyQ
2025-05-19,00794B,39.73,39.45,0.280000,除息,,exDailyQ
2025-05-19,00795B,26.24,25.86,0.380000,除息,,exDailyQ
2025-05-19,00799B,28.79,28.24,0.550000,除息,,exDailyQ
2025-05-19,00840B,28.39,28.27,0.122000,除息,,exDailyQ
2025-05-19,00841B,28.22,27.87,0.350000,除息,,exDailyQ
2025-05-19,00845B,31.12,30.75,0.369000,除息,,exDailyQ
2025-05-19,00846B,34.05,33.57,0.476000,除息,,exDailyQ
2025-05-19,00847B,24.57,24.22,0.350000,除息,,exDailyQ
2025-05-19,00860B,36.68,36.2,0.480000,除息,,exDailyQ
2025-05-19,00883B,28.92,28.79,0.135000,除息,,exDailyQ
2025-05-19,00890B,30.31,30.16,0.155000,除息,,exDailyQ
2025-05-19,00933B,15.13,15.05,0.082000,除息,,exDailyQ
2025-05-19,00937B,14,13.92,0.077000,除息,,exDailyQ
2025-05-19,00948B,8.85,8.8,0.048000,除息,,exDailyQ
2025-05-19,00957B,12.84,12.77,0.072000,除息,,exDailyQ
