date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-06-16,00942B,13.58,13.52,0.064000,除息,,exDailyQ
2025-06-16,00980B,9.03,8.98,0.053000,除息,,exDailyQ
2025-06-16,3324,705,695,9.998651,除息,,exDailyQ
2025-06-16,3563,576,571,5.0,息,,finmind
2025-06-16,4550,28.1,26.1,2.000000,除息,,exDailyQ
2025-06-16,6123,54,50.95,3.050000,除息,,exDailyQ
2025-06-16,6242,43.1,41.1,2.000000,除息,,exDailyQ
2025-06-16,6538,108,101,7.003308,除息,,exDailyQ
2025-06-16,6680,81,77.95,3.048806,除息,,exDailyQ
2025-06-16,8432,50.7,48.58,2.120000,除息,,exDailyQ
