date,stock_id,pre_close,ref_price,value,kind,open_base,source
2019-06-25,00772B,45.05,44.71,0.34,除息,,exDailyQ
2019-06-25,00773B,45.65,45.48,0.17,除息,,exDailyQ
2019-06-25,1259,72.3,69.3,3.00,除息,,exDailyQ
2019-06-25,2926,130.5,123.7,6.80,除息,,exDailyQ
2019-06-25,4153,35.95,34.47,1.48,除息,,exDailyQ
2019-06-25,5009,19.85,19.4,0.45,除息,,exDailyQ
2019-06-25,5604,40.5,36.75,3.75,除息,,exDailyQ
2019-06-25,6242,46.2,43.7,2.50,除息,,exDailyQ
2019-06-25,8086,57.4,55.9,1.50,除息,,exDailyQ
2019-06-25,8342,49.45,45.95,3.50,除息,,exDailyQ
