date,stock_id,pre_close,ref_price,value,kind,open_base,source
2021-08-30,1268,132,125,7.000000,除息,,exDailyQ
2021-08-30,1565,349.5,337.5,12.000000,除息,,exDailyQ
2021-08-30,2066,52.2,50.5,1.700000,除息,,exDailyQ
2021-08-30,3078,46.9,43.75,3.150000,除息,,exDailyQ
2021-08-30,3236,25.55,24.9,0.650000,除息,,exDailyQ
2021-08-30,3285,21,20.65,0.350000,除息,,exDailyQ
2021-08-30,3455,62.3,58.3,4.000000,除息,,exDailyQ
2021-08-30,3551,66.2,64,2.200000,除息,,exDailyQ
2021-08-30,3685,23.5,23.3,0.200000,除息,,exDailyQ
2021-08-30,4121,23.25,22.12,1.129044,除息,,exDailyQ
2021-08-30,4303,16.35,16.05,0.300000,除息,,exDailyQ
2021-08-30,4401,38.65,37.65,1.000000,除息,,exDailyQ
2021-08-30,4909,22.8,22.5,0.300000,除息,,exDailyQ
2021-08-30,5206,18.05,16.75,1.300000,除息,,exDailyQ
2021-08-30,5398,19.75,19.5,0.250000,除息,,exDailyQ
2021-08-30,6114,22.5,21.8,0.700000,除息,,exDailyQ
2021-08-30,6261,90.5,86.5,4.000000,除息,,exDailyQ
2021-08-30,6469,316.5,244.01,72.485380,除權,,exDailyQ
2021-08-30,6593,27.6,27.1,0.500000,除息,,exDailyQ
2021-08-30,8047,12.5,12.35,0.150000,除息,,exDailyQ
2021-08-30,8406,209,203,6.000000,除息,,exDailyQ
