date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-04-23,00694B,42.68,42.38,0.304000,除息,,exDailyQ
2025-04-23,00695B,35.86,35.6,0.263000,除息,,exDailyQ
2025-04-23,00696B,29.9,29.58,0.322000,除息,,exDailyQ
2025-04-23,00719B,32.26,31.91,0.350000,除息,,exDailyQ
2025-04-23,00720B,33.03,32.53,0.500000,除息,,exDailyQ
2025-04-23,00740B,38.15,37.95,0.198000,除息,,exDailyQ
2025-04-23,00741B,38.14,37.9,0.245000,除息,,exDailyQ
2025-04-23,00746B,35.55,35.08,0.471000,除息,,exDailyQ
2025-04-23,00785B,34.62,34.15,0.467000,除息,,exDailyQ
2025-04-23,00788B,30.11,29.65,0.460000,除息,,exDailyQ
2025-04-23,00834B,33.58,33.19,0.395000,除息,,exDailyQ
2025-04-23,00870B,27.86,27.46,0.400000,除息,,exDailyQ
2025-04-23,00888,13.73,13.51,0.220000,除息,,exDailyQ
2025-04-23,00958B,9.04,8.99,0.046000,除息,,exDailyQ
2025-04-23,00967B,9.41,9.37,0.037000,除息,,exDailyQ
2025-04-23,00968B,9.21,9.16,0.051000,除息,,exDailyQ
2025-04-23,4442,47.1,44.63,2.474396,除息,,exDailyQ
