date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-07-03,00959B,8.82,8.77,0.048000,除息,,exDailyQ
2025-07-03,1752,36.65,35.05,1.6,息,,finmind
2025-07-03,3217,161,152.19,8.813009,除息,,exDailyQ
2025-07-03,3479,99.7,94.5,5.200000,除息,,exDailyQ
2025-07-03,3490,21.15,20.15,1.000000,除息,,exDailyQ
2025-07-03,3570,214,205,9.000000,除息,,exDailyQ
2025-07-03,4126,95.6,90.6,5.000000,除息,,exDailyQ
2025-07-03,4413,19.55,19.35,0.200000,除息,,exDailyQ
2025-07-03,4417,47.4,44.6,2.800000,除息,,exDailyQ
2025-07-03,5213,29.25,29.14,0.114475,除權,,exDailyQ
2025-07-03,5236,137,125.91,11.094672,除權息,,exDailyQ
2025-07-03,5353,26.8,25.5,1.300000,除息,,exDailyQ
2025-07-03,5490,26.85,26.5,0.350000,除息,,exDailyQ
2025-07-03,6185,15.25,14.95,0.300000,除息,,exDailyQ
2025-07-03,6219,22.25,21.55,0.700000,除息,,exDailyQ
2025-07-03,6270,22.3,21.3,1.000000,除息,,exDailyQ
2025-07-03,6470,50.1,47.6,2.500000,除息,,exDailyQ
2025-07-03,6523,134,132,2.000000,除息,,exDailyQ
2025-07-03,6569,118.5,114.54,3.960630,除息,,exDailyQ
2025-07-03,6690,179,173,6.000000,除息,,exDailyQ
2025-07-03,6751,43.45,42.45,1.000000,除息,,exDailyQ
2025-07-03,6803,300.5,285.26,15.243981,除息,,exDailyQ
2025-07-03,6811,246,236.5,9.500000,除息,,exDailyQ
2025-07-03,6844,100.5,95.4,5.100000,除息,,exDailyQ
2025-07-03,7556,174,162.67,11.333333,除權息,,exDailyQ
2025-07-03,8064,39.3,38.7,0.600000,除息,,exDailyQ
2025-07-03,8284,70,66,4.000000,除息,,exDailyQ
