date,stock_id,pre_close,ref_price,value,kind,open_base,source
2010-07-22,1787,20,19.58,0.42,除息,,exDailyQ
2010-07-22,3332,37.15,35.65,1.50,除息,,exDailyQ
2010-07-22,3540,33,30.58,2.42,除權息,,exDailyQ
2010-07-22,3551,42.6,40.6,2.00,除息,,exDailyQ
2010-07-22,6121,189,167.27,21.73,除權息,,exDailyQ
2010-07-22,6150,51.5,49,2.50,除息,,exDailyQ
2010-07-22,6185,31.2,29.09,2.11,除權息,,exDailyQ
2010-07-22,6210,42.7,41.7,1.00,除息,,exDailyQ
2010-07-22,6247,19.55,18.8,0.75,除息,,exDailyQ
2010-07-22,8048,24,22.05,1.95,除權息,,exDailyQ
2010-07-22,8093,14.2,13.5,0.70,除息,,exDailyQ
2010-07-22,8917,43,39.52,3.48,除權息,,exDailyQ
2010-07-22,8929,39.4,37.42,1.98,除息,,exDailyQ
