date,stock_id,pre_close,ref_price,value,kind,open_base,source
2026-02-25,00740B,39.73,39.56,0.175000,除息,,exDailyQ
2026-02-25,00741B,37.65,37.45,0.199000,除息,,exDailyQ
2026-02-25,00844B,32.89,32.56,0.330000,除息,,exDailyQ
2026-02-25,00845B,34.22,33.84,0.379000,除息,,exDailyQ
2026-02-25,00846B,37.01,36.56,0.447000,除息,,exDailyQ
2026-02-25,00867B,32.3,31.93,0.370000,除息,,exDailyQ
2026-02-25,00942B,14.72,14.66,0.062000,除息,,exDailyQ
2026-02-25,00958B,9.64,9.6,0.045000,除息,,exDailyQ
2026-02-25,00970B,9.63,9.58,0.048000,除息,,exDailyQ
2026-02-25,00980B,9.74,9.69,0.047000,除息,,exDailyQ
2026-02-25,6109,12.5,12,0.500994,除權,,exDailyQ
