date,stock_id,pre_close,ref_price,value,kind,open_base,source
2022-08-26,1591,20.2,19.7,0.500000,除息,,exDailyQ
2022-08-26,3218,355.5,338.57,16.928571,除權,,exDailyQ
2022-08-26,3236,23.9,23.3,0.600000,除息,,exDailyQ
2022-08-26,3693,64.6,63.1,1.500000,除息,,exDailyQ
2022-08-26,4401,29.3,27.45,1.849020,除權息,,exDailyQ
2022-08-26,5464,26.8,24.8,2.000000,除息,,exDailyQ
2022-08-26,6171,30.5,25.13,5.370134,除權息,,exDailyQ
2022-08-26,6221,63.7,54.53,9.173808,除權息,,exDailyQ
2022-08-26,6279,162,157,5.000000,除息,,exDailyQ
2022-08-26,6482,45.5,41.36,4.136364,除權,,exDailyQ
2022-08-26,6509,44.55,43.3,1.250000,除息,,exDailyQ
2022-08-26,8032,34.15,32.35,1.800000,除息,,exDailyQ
2022-08-26,8289,41.35,39.25,2.100000,除息,,exDailyQ
