date,stock_id,pre_close,ref_price,value,kind,open_base,source
2024-11-18,006201,23.15,22.4,0.750000,除息,,exDailyQ
2024-11-18,00679B,29.12,28.78,0.340000,除息,,exDailyQ
2024-11-18,00740B,40.81,40.6,0.213000,除息,,exDailyQ
2024-11-18,00741B,39.75,39.47,0.277000,除息,,exDailyQ
2024-11-18,00761B,37.02,36.52,0.500000,除息,,exDailyQ
2024-11-18,00772B,35.7,35.57,0.135000,除息,,exDailyQ
2024-11-18,00773B,37.53,37.39,0.138000,除息,,exDailyQ
2024-11-18,00780B,38.31,37.92,0.390000,除息,,exDailyQ
2024-11-18,00786B,34.56,34.14,0.420000,除息,,exDailyQ
2024-11-18,00795B,29.65,29.25,0.400000,除息,,exDailyQ
2024-11-18,00799B,32.97,32.47,0.500000,除息,,exDailyQ
2024-11-18,00840B,32.41,32.09,0.325000,除息,,exDailyQ
2024-11-18,00841B,31.93,31.59,0.340000,除息,,exDailyQ
2024-11-18,00845B,34.07,33.7,0.371000,除息,,exDailyQ
2024-11-18,00846B,36.71,36.26,0.449000,除息,,exDailyQ
2024-11-18,00847B,27.89,27.61,0.280000,除息,,exDailyQ
2024-11-18,00883B,32.9,32.76,0.145000,除息,,exDailyQ
2024-11-18,00890B,34.99,34.56,0.430000,除息,,exDailyQ
2024-11-18,00933B,16.95,16.87,0.082000,除息,,exDailyQ
2024-11-18,00948B,10.13,10.08,0.052000,除息,,exDailyQ
