date,stock_id,pre_close,ref_price,value,kind,open_base,source
2019-07-05,1787,27.2,25.95,1.25,除息,,exDailyQ
2019-07-05,2640,69.1,65.8,3.30,除息,,exDailyQ
2019-07-05,3587,72,69,3.00,除息,,exDailyQ
2019-07-05,3625,20.5,19.5,1.00,除息,,exDailyQ
2019-07-05,5514,16,15.8,0.20,除息,,exDailyQ
2019-07-05,6148,12.75,11.75,1.00,除息,,exDailyQ
2019-07-05,6462,250.5,242.41,8.09,除息,,exDailyQ
2019-07-05,6499,84,76.37,7.63,除權,,exDailyQ
2019-07-05,6542,79.1,76.1,3.00,除息,,exDailyQ
2019-07-05,6603,12.65,12.15,0.50,除息,,exDailyQ
2019-07-05,8255,101,96,5.00,除息,,exDailyQ
