date,stock_id,pre_close,ref_price,value,kind,open_base,source
2025-07-14,3081,345,344.5,0.500022,除息,,finmind
2025-07-14,3260,94.7,89.58,5.122488,除息,,finmind
2025-07-14,3564,64.7,63.81,0.89,除息,,finmind
2025-07-14,4167,19,18.59,0.408961,除息,,finmind
2025-07-14,4556,25.7,25.4,0.3,除息,,finmind
2025-07-14,6624,35.15,34.6,0.55,除息,,finmind
2025-07-14,6735,49.8,45.71,4.085715,除權息,,finmind
2025-07-14,6763,62.3,61.6,0.7,除息,,finmind
2025-07-14,6843,60.3,58.3,2.0,除息,,finmind
2025-07-14,8183,26.7,25.4,1.3,除息,,finmind
