date,stock_id,pre_close,ref_price,value,kind,open_base,source
2014-08-27,1591,50,43.48,6.52,除權,,exDailyQ
2014-08-27,2734,47.6,42.05,5.55,除權息,,exDailyQ
2014-08-27,3264,28.4,27.04,1.36,除權息,,exDailyQ
2014-08-27,3466,32.6,31.32,1.28,除息,,exDailyQ
2014-08-27,3553,20.3,19,1.30,除權息,,exDailyQ
2014-08-27,4417,19.05,17.84,1.21,除權息,,exDailyQ
2014-08-27,4716,15.2,14.59,0.61,除權息,,exDailyQ
2014-08-27,5013,20.9,20.59,0.31,除權,,exDailyQ
2014-08-27,6227,17.45,17.05,0.40,除息,,exDailyQ
2014-08-27,8432,73,70.2,2.80,除息,,exDailyQ
