date,stock_id,pre_close,ref_price,value,kind,open_base,source
2023-07-27,3131,649,631,18.000000,除息,,exDailyQ
2023-07-27,3426,40.4,38.1,2.300000,除息,,exDailyQ
2023-07-27,3483,145,141.02,3.983220,除息,,exDailyQ
2023-07-27,3531,30.5,28.5,2.000000,除息,,exDailyQ
2023-07-27,3537,39.8,37.3,2.500000,除息,,exDailyQ
2023-07-27,3546,86.8,77.43,9.371429,除權息,,exDailyQ
2023-07-27,3548,69.6,66.6,2.999928,除息,,exDailyQ
2023-07-27,4971,56.8,54.8,1.997689,除息,,exDailyQ
2023-07-27,5299,128.5,120.1,8.396794,除息,,exDailyQ
2023-07-27,5425,93.6,89.6,4.000000,除息,,exDailyQ
2023-07-27,6160,28.4,27.8,0.600000,除息,,exDailyQ
2023-07-27,6161,45,42.5,2.500000,除息,,exDailyQ
2023-07-27,6263,141.5,135.1,6.400000,除息,,exDailyQ
2023-07-27,6284,51.4,49.7,1.700000,除息,,exDailyQ
2023-07-27,6578,17.85,17.18,0.665050,除息,,exDailyQ
2023-07-27,7402,76.8,72.06,4.743588,除權息,,exDailyQ
2023-07-27,8155,171,163.7,7.301425,除息,,exDailyQ
2023-07-27,8183,52.9,51,1.900000,除息,,exDailyQ
2023-07-27,8390,50.8,48.92,1.880000,除息,,exDailyQ
2023-07-27,8433,87.6,82.6,4.999627,除息,,exDailyQ
2023-07-27,8436,174,168.98,5.022594,除息,,exDailyQ
