date,stock_id,pre_close,ref_price,value,kind,open_base,source
2016-06-30,1788,98.5,93.5,5.00,除息,,exDailyQ
2016-06-30,3276,11.25,11.15,0.10,除息,,exDailyQ
2016-06-30,3479,74,70.45,3.55,除息,,exDailyQ
2016-06-30,3529,321,315,6.00,除息,,exDailyQ
2016-06-30,4175,91,87,4.00,除息,,exDailyQ
2016-06-30,4706,19.3,18.4,0.90,除息,,exDailyQ
2016-06-30,5015,24.15,22.15,2.00,除息,,exDailyQ
2016-06-30,5310,25.7,25.4,0.30,除息,,exDailyQ
2016-06-30,5347,54.4,51.8,2.60,除息,,exDailyQ
2016-06-30,5878,46,43,3.00,除息,,exDailyQ
2016-06-30,8433,154,148.5,5.50,除息,,exDailyQ
