date,stock_id,pre_close,ref_price,value,kind,open_base,source
2009-08-13,3498,38.5,35.5,3.00,除權息,,exDailyQ
2009-08-13,4120,69.2,60.18,9.02,除權息,,exDailyQ
2009-08-13,4417,12.9,12.29,0.61,除權,,exDailyQ
2009-08-13,5452,7.15,6.94,0.21,除權息,,exDailyQ
2009-08-13,6208,9.93,9.64,0.29,除權息,,exDailyQ
2009-08-13,6237,73.6,71.8,1.80,除權,,exDailyQ
2009-08-13,6245,14.25,13.52,0.73,除權息,,exDailyQ
2009-08-13,6263,31.2,28.35,2.85,除權息,,exDailyQ
2009-08-13,6279,56.7,52.57,4.13,除權息,,exDailyQ
2009-08-13,6609,14.9,14.3,0.60,除息,,exDailyQ
