date,stock_id,pre_close,ref_price,value,kind,open_base,source
2020-08-24,1268,138,131,7.0,除息,,finmind
2020-08-24,3293,837,812,25.0,除息,,finmind
2020-08-24,4966,1080,1064.93,15.069504,除息,,finmind
2020-08-24,5201,32.2,31.9,0.3,除息,,finmind
2020-08-24,6204,41.45,39.45,2.0,除息,,finmind
2020-08-24,6237,32.5,32.25,0.25296,除息,,finmind
2020-08-24,6279,75.4,70.63,4.765853,除權息,,finmind
2020-08-24,6411,84.3,82.94,1.364267,除權,,finmind
2020-08-24,6441,148,142.98,5.019518,除權息,,finmind
2020-08-24,8906,16.15,15.94,0.211674,除息,,finmind
2020-08-24,8927,15.4,15.2,0.2,除息,,finmind
