date,stock_id,pre_close,ref_price,value,kind,open_base,source
2020-07-17,00749B,47.06,46.65,0.406000,除息,,exDailyQ
2020-07-17,00750B,49.83,49.41,0.420000,除息,,exDailyQ
2020-07-17,2596,22.75,21.75,1.000000,除息,,exDailyQ
2020-07-17,3652,22,21.86,0.140050,除息,,exDailyQ
2020-07-17,4105,80.3,76.3,4.000000,除息,,exDailyQ
2020-07-17,4706,16.75,16.15,0.600000,除息,,exDailyQ
2020-07-17,6446,132,129.49,2.507569,除權,,exDailyQ
2020-07-17,6588,128.5,127.19,1.307590,除息,,exDailyQ
2020-07-17,6616,30.3,28.1,2.200000,除息,,exDailyQ
2020-07-17,8069,43.25,41.25,2.000000,除息,,exDailyQ
2020-07-17,8462,196.5,182.01,14.488953,權息,,finmind
