date,stock_id,pre_close,ref_price,value,kind,open_base,source
2024-07-18,00931B,15.23,15.1,0.135000,除息,,exDailyQ
2024-07-18,1785,71.5,70.3,1.200134,除息,,exDailyQ
2024-07-18,3071,37.9,36.87,1.030000,除息,,exDailyQ
2024-07-18,3221,31.6,30.9,0.700274,除息,,exDailyQ
2024-07-18,3362,273,272,1.000000,除息,,exDailyQ
2024-07-18,3615,30.5,29.8,0.700000,除息,,exDailyQ
2024-07-18,3687,100.5,98.93,1.574241,除息,,exDailyQ
2024-07-18,4129,102,98,4.002661,除息,,exDailyQ
2024-07-18,4549,148,144,4.000000,除息,,exDailyQ
2024-07-18,5011,24.85,23.85,1.000000,除息,,exDailyQ
2024-07-18,6101,45.95,45.78,0.168000,除息,,exDailyQ
2024-07-18,6161,61.1,59.1,2.000000,除息,,exDailyQ
2024-07-18,6217,49.5,49.2,0.300000,除息,,exDailyQ
2024-07-18,6218,33.25,32.75,0.500000,除息,,exDailyQ
2024-07-18,6220,23.7,22.9,0.800000,除息,,exDailyQ
2024-07-18,6229,42.4,41.9,0.500000,除息,,exDailyQ
2024-07-18,6284,100,98,2.000000,除息,,exDailyQ
2024-07-18,6488,576,565,11.000000,除息,,exDailyQ
2024-07-18,6609,49.5,48.6,0.900000,除息,,exDailyQ
2024-07-18,6727,67,65,2.000000,除息,,exDailyQ
2024-07-18,6747,179,154.41,24.594449,除權息,,exDailyQ
2024-07-18,8284,67.5,64,3.500000,除息,,exDailyQ
